	F1norm_rprr	datasetname	knn	knownmodules	method	precision	recall	recovery	relevance	runningtime	threshold	threshold2
0	2.4159251691103236	ecoli_colombos	1	minimal	flame	0.01564714203851485	0.05095483233171508	0.23132221305176962	0.12608273397564385	114.93498802185059	-1.0	-3
1	3.329491786061716	ecoli_colombos	1	interconnected	flame	0.027086131358905117	0.056958168554738356	0.26445103739425385	0.1726788600663203	114.93498802185059	-1.0	-3
2	3.4050548840978174	ecoli_colombos	1	strict	flame	0.04808681500527447	0.08487064028118903	0.3931466839314158	0.1710118507049536	114.93498802185059	-1.0	-3
3	2.4159251691103236	ecoli_colombos	1	minimal	flame	0.01564714203851485	0.05095483233171508	0.23132221305176962	0.12608273397564385	114.37444496154785	0.01	-3
4	3.329491786061716	ecoli_colombos	1	interconnected	flame	0.027086131358905117	0.056958168554738356	0.26445103739425385	0.1726788600663203	114.37444496154785	0.01	-3
5	3.4050548840978174	ecoli_colombos	1	strict	flame	0.04808681500527447	0.08487064028118903	0.3931466839314158	0.1710118507049536	114.37444496154785	0.01	-3
6	2.4159251691103236	ecoli_colombos	1	minimal	flame	0.01564714203851485	0.05095483233171508	0.23132221305176962	0.12608273397564385	117.33455991744995	0.1	-3
7	3.329491786061716	ecoli_colombos	1	interconnected	flame	0.027086131358905117	0.056958168554738356	0.26445103739425385	0.1726788600663203	117.33455991744995	0.1	-3
8	3.4050548840978174	ecoli_colombos	1	strict	flame	0.04808681500527447	0.08487064028118903	0.3931466839314158	0.1710118507049536	117.33455991744995	0.1	-3
9	2.4159251691103236	ecoli_colombos	1	minimal	flame	0.01564714203851485	0.05095483233171508	0.23132221305176962	0.12608273397564385	116.26052689552307	0.2	-3
10	3.329491786061716	ecoli_colombos	1	interconnected	flame	0.027086131358905117	0.056958168554738356	0.26445103739425385	0.1726788600663203	116.26052689552307	0.2	-3
11	3.4050548840978174	ecoli_colombos	1	strict	flame	0.04808681500527447	0.08487064028118903	0.3931466839314158	0.1710118507049536	116.26052689552307	0.2	-3
12	2.4159251691103236	ecoli_colombos	1	minimal	flame	0.01564714203851485	0.05095483233171508	0.23132221305176962	0.12608273397564385	116.13583493232727	0.3	-3
13	3.329491786061716	ecoli_colombos	1	interconnected	flame	0.027086131358905117	0.056958168554738356	0.26445103739425385	0.1726788600663203	116.13583493232727	0.3	-3
14	3.4050548840978174	ecoli_colombos	1	strict	flame	0.04808681500527447	0.08487064028118903	0.3931466839314158	0.1710118507049536	116.13583493232727	0.3	-3
15	2.4159251691103236	ecoli_colombos	1	minimal	flame	0.01564714203851485	0.05095483233171508	0.23132221305176962	0.12608273397564385	114.14206790924072	0.5	-3
16	3.329491786061716	ecoli_colombos	1	interconnected	flame	0.027086131358905117	0.056958168554738356	0.26445103739425385	0.1726788600663203	114.14206790924072	0.5	-3
17	3.4050548840978174	ecoli_colombos	1	strict	flame	0.04808681500527447	0.08487064028118903	0.3931466839314158	0.1710118507049536	114.14206790924072	0.5	-3
18	2.4159251691103236	ecoli_colombos	1	minimal	flame	0.01564714203851485	0.05095483233171508	0.23132221305176962	0.12608273397564385	117.7623119354248	0.7	-3
19	3.329491786061716	ecoli_colombos	1	interconnected	flame	0.027086131358905117	0.056958168554738356	0.26445103739425385	0.1726788600663203	117.7623119354248	0.7	-3
20	3.4050548840978174	ecoli_colombos	1	strict	flame	0.04808681500527447	0.08487064028118903	0.3931466839314158	0.1710118507049536	117.7623119354248	0.7	-3
21	2.4159251691103236	ecoli_colombos	1	minimal	flame	0.01564714203851485	0.05095483233171508	0.23132221305176962	0.12608273397564385	116.85072708129883	0.9	-3
22	3.329491786061716	ecoli_colombos	1	interconnected	flame	0.027086131358905117	0.056958168554738356	0.26445103739425385	0.1726788600663203	116.85072708129883	0.9	-3
23	3.4050548840978174	ecoli_colombos	1	strict	flame	0.04808681500527447	0.08487064028118903	0.3931466839314158	0.1710118507049536	116.85072708129883	0.9	-3
24	2.4159251691103236	ecoli_colombos	1	minimal	flame	0.01564714203851485	0.05095483233171508	0.23132221305176962	0.12608273397564385	115.12632703781128	0.95	-3
25	3.329491786061716	ecoli_colombos	1	interconnected	flame	0.027086131358905117	0.056958168554738356	0.26445103739425385	0.1726788600663203	115.12632703781128	0.95	-3
26	3.4050548840978174	ecoli_colombos	1	strict	flame	0.04808681500527447	0.08487064028118903	0.3931466839314158	0.1710118507049536	115.12632703781128	0.95	-3
27	2.4159251691103236	ecoli_colombos	1	minimal	flame	0.01564714203851485	0.05095483233171508	0.23132221305176962	0.12608273397564385	116.32274889945984	0.99	-3
28	3.329491786061716	ecoli_colombos	1	interconnected	flame	0.027086131358905117	0.056958168554738356	0.26445103739425385	0.1726788600663203	116.32274889945984	0.99	-3
29	3.4050548840978174	ecoli_colombos	1	strict	flame	0.04808681500527447	0.08487064028118903	0.3931466839314158	0.1710118507049536	116.32274889945984	0.99	-3
30	6.5715664792723	ecoli_colombos	2	minimal	flame	0.06390898856827369	0.17711341835704097	0.32590305747335013	0.3585874125101896	118.05204510688782	-1.0	-3
31	6.960601280532433	ecoli_colombos	2	interconnected	flame	0.11464012773211146	0.16907549566355579	0.3169673900159045	0.38690381419853476	118.05204510688782	-1.0	-3
32	9.642279138957619	ecoli_colombos	2	strict	flame	0.2803767214125959	0.31140316943420293	0.572920564349919	0.5557653417704206	118.05204510688782	-1.0	-3
33	6.668605317369317	ecoli_colombos	2	minimal	flame	0.08180125134734673	0.16253853884849398	0.2914202984312477	0.368409296137825	118.71267008781433	0.01	-3
34	6.972880973568927	ecoli_colombos	2	interconnected	flame	0.14659523916540046	0.16034404880419809	0.2911732968867013	0.4076634535880033	118.71267008781433	0.01	-3
35	9.040185996857945	ecoli_colombos	2	strict	flame	0.3227330931563233	0.3064851329358991	0.47058246215632976	0.5673593468299052	118.71267008781433	0.01	-3
36	6.811267643412271	ecoli_colombos	2	minimal	flame	0.081453654142355	0.17116481328984554	0.30139199127668803	0.37300104448400356	118.17256212234497	0.1	-3
37	7.1764671300168095	ecoli_colombos	2	interconnected	flame	0.1471747935219804	0.17184076168884554	0.30164569714346984	0.4144759733947075	118.17256212234497	0.1	-3
38	9.39155002319146	ecoli_colombos	2	strict	flame	0.3232818140523112	0.31639439988103535	0.5061345729989839	0.5713179504786432	118.17256212234497	0.1	-3
39	6.728460189362759	ecoli_colombos	2	minimal	flame	0.07445175599775526	0.17350597477886678	0.30887559420881006	0.36861859820651677	118.41825199127197	0.2	-3
40	7.106857468010524	ecoli_colombos	2	interconnected	flame	0.13584634576649657	0.17342417868437507	0.3037085211525839	0.40788512645507397	118.41825199127197	0.2	-3
41	9.441086503817848	ecoli_colombos	2	strict	flame	0.31186088937313977	0.32103733538953677	0.5127929843047009	0.5733645737063994	118.41825199127197	0.2	-3
42	6.713272530026437	ecoli_colombos	2	minimal	flame	0.07044423837138167	0.1773080490930003	0.3170318311312687	0.3671179695891701	114.49873495101929	0.3	-3
43	7.0673999680308315	ecoli_colombos	2	interconnected	flame	0.12515426075652597	0.17249616085399133	0.30904239595161626	0.40307162132887653	114.49873495101929	0.3	-3
44	9.498972772127345	ecoli_colombos	2	strict	flame	0.2949514791630557	0.31871752243277957	0.5312160401101862	0.5684817514655519	114.49873495101929	0.3	-3
45	6.603032673403601	ecoli_colombos	2	minimal	flame	0.061830435828324	0.17636366552297167	0.34185659046851374	0.35581694818606746	107.81544995307922	0.5	-3
46	7.065690677105459	ecoli_colombos	2	interconnected	flame	0.11110725944191319	0.1685302534700719	0.33432555334263947	0.38303176177209103	107.81544995307922	0.5	-3
47	9.866381359850362	ecoli_colombos	2	strict	flame	0.28081445573908764	0.316350750883764	0.5976211584967673	0.562151964956573	107.81544995307922	0.5	-3
48	6.937951072003345	ecoli_colombos	2	minimal	flame	0.068686535884225	0.1671811258353602	0.3845363613556289	0.34561765825054336	119.98533201217651	0.7	-3
49	6.803663026929147	ecoli_colombos	2	interconnected	flame	0.11397373638608843	0.14964520362012532	0.3485889578118877	0.33852308643243134	119.98533201217651	0.7	-3
50	9.763706888865018	ecoli_colombos	2	strict	flame	0.2778103229594269	0.30457310538007937	0.620253351161978	0.5361372182452883	119.98533201217651	0.7	-3
51	7.192867468132408	ecoli_colombos	2	minimal	flame	0.07489441306597096	0.1675220004243253	0.4055954432129992	0.3443631379715989	119.4082260131836	0.9	-3
52	6.823727095770958	ecoli_colombos	2	interconnected	flame	0.1206177112744916	0.14339353893362772	0.35368289111395584	0.3341081795396382	119.4082260131836	0.9	-3
53	9.920780464381721	ecoli_colombos	2	strict	flame	0.2859968660615193	0.30096188030199367	0.6457641218876637	0.5352552877866996	119.4082260131836	0.9	-3
54	7.21687225907357	ecoli_colombos	2	minimal	flame	0.07594835085004925	0.1675823031411976	0.40560568003358805	0.3443799319775517	118.94527506828308	0.95	-3
55	6.8285541402150365	ecoli_colombos	2	interconnected	flame	0.12145177294310097	0.14337796099882058	0.3536549939012361	0.33407778757735873	118.94527506828308	0.95	-3
56	9.924407383868337	ecoli_colombos	2	strict	flame	0.2867478000379716	0.3009862048127834	0.6457641218876637	0.535368570909787	118.94527506828308	0.95	-3
57	7.234573945813573	ecoli_colombos	2	minimal	flame	0.07701989767993637	0.1671759955192215	0.40488242675084246	0.34438841630761063	115.7443220615387	0.99	-3
58	6.822762916132847	ecoli_colombos	2	interconnected	flame	0.12247640874028086	0.14257858597194503	0.3525642853441873	0.33401841265789384	115.7443220615387	0.99	-3
59	9.904782143431639	ecoli_colombos	2	strict	flame	0.28729038695580206	0.2997767555115719	0.6444019261800066	0.5341339286831632	115.7443220615387	0.99	-3
60	7.1846774755101395	ecoli_colombos	3	minimal	flame	0.07780353691685657	0.1859994925379262	0.3460499564904816	0.37788766129202483	113.8920350074768	-1.0	-3
61	7.465034874419354	ecoli_colombos	3	interconnected	flame	0.12919998617259482	0.17615202069349062	0.3426219248772405	0.4070838428740746	113.8920350074768	-1.0	-3
62	9.963792400385989	ecoli_colombos	3	strict	flame	0.3041288038463896	0.3299490158751319	0.5741626242984078	0.5819782773538167	113.8920350074768	-1.0	-3
63	5.709501258364677	ecoli_colombos	3	minimal	flame	0.09419874090776807	0.10409797852928042	0.2439338824604872	0.30710058494363957	117.83239912986755	0.01	-3
64	5.872879076158175	ecoli_colombos	3	interconnected	flame	0.15626702355070712	0.10757208783492264	0.24950358143200022	0.3375408230508324	117.83239912986755	0.01	-3
65	7.7568171652217845	ecoli_colombos	3	strict	flame	0.32034601508488153	0.2221894709618236	0.40174626275340236	0.4960403702807551	117.83239912986755	0.01	-3
66	6.5337315251520725	ecoli_colombos	3	minimal	flame	0.09024570986595477	0.1440834716467235	0.2836064552947915	0.35064279260878056	115.51627492904663	0.1	-3
67	6.830401584642304	ecoli_colombos	3	interconnected	flame	0.15281295218699242	0.15113411171421806	0.28783838742667633	0.39165982864542054	115.51627492904663	0.1	-3
