	F1norm_rprr	alpha	datasetname	knownmodules	method	precision	recall	recovery	relevance	runningtime
74	2.0221536217275156	0.4	yeast_gpl2529	interconnected	sota	0.02504077582367286	0.03437747564321862	0.1530397131604028	0.12179022199203368	1227.9593670368195
75	1.93062424813434	0.5	yeast_gpl2529	strict	sota	0.032366029625265545	0.037899906256054446	0.18293555928263597	0.136639267636654	969.8920359611511
76	2.2931289732337126	0.5	yeast_gpl2529	minimal	sota	0.024334814728247063	0.04935000303053823	0.1558782892464931	0.13824939793275032	969.8920359611511
77	2.045316800220449	0.5	yeast_gpl2529	interconnected	sota	0.02601355344726334	0.036372908702340334	0.14898335467322144	0.12302085187763433	969.8920359611511
78	2.12504312400987	0.6	yeast_gpl2529	strict	sota	0.03806670077435608	0.0415899387126584	0.1969437087348919	0.14766232224250925	777.2677030563354
79	2.459314931489491	0.6	yeast_gpl2529	minimal	sota	0.02685552188088476	0.05426063031239569	0.16871519449396913	0.14312391449481413	777.2677030563354
80	2.2844440439719427	0.6	yeast_gpl2529	interconnected	sota	0.02978924165597536	0.04063754742518541	0.1590731386561495	0.1408801438425335	777.2677030563354
81	2.161708953273535	0.7	yeast_gpl2529	strict	sota	0.04116337224554971	0.042934254333579926	0.1982816826464852	0.14576992119556426	668.251247882843
82	2.5117299480154274	0.7	yeast_gpl2529	minimal	sota	0.029440576761277697	0.0548276679525337	0.16827117473854888	0.14324545838405978	668.251247882843
83	2.304097680767531	0.7	yeast_gpl2529	interconnected	sota	0.03178213603648615	0.03922974568536951	0.16056815012344416	0.14034845782394803	668.251247882843
84	2.12537189581536	0.8	yeast_gpl2529	strict	sota	0.044072092615992875	0.04124497085243866	0.20613093648173983	0.13415157944099962	536.5320851802826
85	2.653300821333784	0.8	yeast_gpl2529	minimal	sota	0.03425953534318075	0.05325374021131114	0.1943294953641568	0.1376537339151484	536.5320851802826
86	2.345648858270675	0.8	yeast_gpl2529	interconnected	sota	0.03493386332583089	0.03792084155725801	0.17632828193073055	0.13238760784609782	536.5320851802826
87	2.1790268845322665	0.9	yeast_gpl2529	strict	sota	0.04682774625933769	0.04253722417049848	0.2085945316573698	0.13637116115126516	482.3977630138397
88	2.652295040301997	0.9	yeast_gpl2529	minimal	sota	0.03547479061341713	0.052722225446211635	0.1959658827991959	0.13489917947615462	482.3977630138397
89	2.344442500514338	0.9	yeast_gpl2529	interconnected	sota	0.03602413314659864	0.037231121843493954	0.18266221486020295	0.12814970474635115	482.3977630138397
90	0.951630929365905	0.05	yeast_dream5	strict	sota	0.006717874006644243	0.010223514329136388	0.14101875003455464	0.058234424096560336	670.8299059867859
91	1.6288712527527558	0.05	yeast_dream5	minimal	sota	0.0069628391268508555	0.022806802579152748	0.10682376978252053	0.08365823353038934	670.8299059867859
92	1.1847452937492404	0.05	yeast_dream5	interconnected	sota	0.005070377837781166	0.009199257884429561	0.1123735187801684	0.06507197890123101	670.8299059867859
93	0.951630929365905	0.1	yeast_dream5	strict	sota	0.006717874006644243	0.010223514329136388	0.14101875003455464	0.058234424096560336	682.2679989337921
94	1.6288712527527558	0.1	yeast_dream5	minimal	sota	0.0069628391268508555	0.022806802579152748	0.10682376978252053	0.08365823353038934	682.2679989337921
95	1.1847452937492404	0.1	yeast_dream5	interconnected	sota	0.005070377837781166	0.009199257884429561	0.1123735187801684	0.06507197890123101	682.2679989337921
96	1.3425105809139832	0.2	yeast_dream5	strict	sota	0.010921949581502001	0.0129404251090969	0.129750504931859	0.09858507220099827	349.3663101196289
97	1.7561414261049642	0.2	yeast_dream5	minimal	sota	0.008487905250383905	0.022577485312907607	0.09648562618753487	0.09460611596245938	349.3663101196289
98	1.438688066959577	0.2	yeast_dream5	interconnected	sota	0.007685144805656592	0.01034898255201406	0.09879095577164627	0.08346607006621165	349.3663101196289
99	1.3657245694663651	0.3	yeast_dream5	strict	sota	0.011604293189355405	0.01334942942339497	0.12358755562444833	0.10013759578663575	240.94241094589233
100	1.7779548409311927	0.3	yeast_dream5	minimal	sota	0.008851692502203941	0.023296145791166855	0.09436314647825554	0.0952555988757055	240.94241094589233
101	1.4698383957801742	0.3	yeast_dream5	interconnected	sota	0.00833620644357067	0.010438340425210106	0.09750576595516541	0.08403757101983267	240.94241094589233
102	1.2611634691262945	0.4	yeast_dream5	strict	sota	0.012180059996493912	0.011242743986597416	0.11857759385152997	0.08686529368656423	174.4293749332428
103	1.7251547385701254	0.4	yeast_dream5	minimal	sota	0.00886257412831069	0.019996587339974246	0.09664990367974173	0.0894607469315178	174.4293749332428
104	1.3987754437171949	0.4	yeast_dream5	interconnected	sota	0.008708728619905143	0.00867635135235066	0.09737361225890653	0.07856188610983386	174.4293749332428
105	1.5116179655792779	0.5	yeast_dream5	strict	sota	0.016835677895374466	0.01363647993439522	0.13110315022265487	0.0990330713931871	132.37015795707703
106	2.089151252678146	0.5	yeast_dream5	minimal	sota	0.011194135040341873	0.026797541334218057	0.10929321557812945	0.10638425873314629	132.37015795707703
107	1.6293603183099234	0.5	yeast_dream5	interconnected	sota	0.011436993974760392	0.010354820306044352	0.10239275328734766	0.08997309041266542	132.37015795707703
108	1.4874587669231627	0.6	yeast_dream5	strict	sota	0.01676824448019841	0.013280032988727836	0.12729431187479984	0.09850656491010674	114.58811593055725
109	2.033098762836375	0.6	yeast_dream5	minimal	sota	0.01107423569504509	0.02653886954940894	0.10165883081857588	0.10595270713644424	114.58811593055725
110	1.7338803270523464	0.6	yeast_dream5	interconnected	sota	0.012167421940062645	0.011362129294509339	0.10486176554641474	0.0969519773176947	114.58811593055725
111	1.5348885640014616	0.7	yeast_dream5	strict	sota	0.017584544119587833	0.014186664647088672	0.12345100961367653	0.10286777530692115	104.08416390419006
112	2.0312684428281296	0.7	yeast_dream5	minimal	sota	0.011453154373679041	0.02611862837379153	0.09983566203573677	0.10500982781359143	104.08416390419006
113	1.6788646723945397	0.7	yeast_dream5	interconnected	sota	0.012224458334402399	0.011084202516996398	0.10036373259689232	0.09213867193459191	104.08416390419006
114	1.390284326608708	0.8	yeast_dream5	strict	sota	0.017170410138493915	0.011551189323384477	0.11754943999642323	0.09336475119330093	88.85388803482056
115	2.0404767285276844	0.8	yeast_dream5	minimal	sota	0.013385011112016482	0.023771588162409138	0.09714972933506849	0.10025936929393213	88.85388803482056
116	1.6670895090270175	0.8	yeast_dream5	interconnected	sota	0.013476559692628296	0.010117847933824956	0.09874433466032377	0.09213105163827497	88.85388803482056
117	1.423088269090295	0.9	yeast_dream5	strict	sota	0.01762805637273415	0.012141897789740612	0.1154399350810454	0.09641847656845488	79.96601891517639
118	2.050139153350711	0.9	yeast_dream5	minimal	sota	0.013510878614095785	0.024378006753511393	0.0963173206353362	0.100930100753396	79.96601891517639
119	1.6792862140135285	0.9	yeast_dream5	interconnected	sota	0.013647710620941727	0.01064982074899916	0.09729970286692181	0.09141614285077544	79.96601891517639
