	F1norm_rprr	datasetname	k	knn	knownmodules	method	precision	recall	recovery	relevance	runningtime
57	7.9358246238165275	ecoli_colombos	100.0	20	strict	spectral_knn	0.23604707354744897	0.24525093369284065	0.47974236587841235	0.45189618815666616	105.19169998168945
58	6.091200293951766	ecoli_colombos	100.0	20	interconnected	spectral_knn	0.09798968799152656	0.13403307471650133	0.2982183050173626	0.3215560406634025	105.19169998168945
59	5.909114174433778	ecoli_colombos	100.0	20	minimal	spectral_knn	0.05953673506923057	0.1541681490084286	0.28756255068977765	0.323282136142499	105.19169998168945
60	6.833596898672056	ecoli_colombos	100.0	30	strict	spectral_knn	0.1940689796602462	0.19670441688193271	0.4308197578158618	0.3849460082244012	106.47516918182373
61	5.621182145625254	ecoli_colombos	100.0	30	interconnected	spectral_knn	0.08887245041485917	0.1254791967239559	0.26945211859550194	0.3044674485927445	106.47516918182373
62	5.454648016743312	ecoli_colombos	100.0	30	minimal	spectral_knn	0.05515830630577289	0.13777961068104597	0.26709736698411063	0.2984584390709608	106.47516918182373
63	7.1240829316359084	ecoli_colombos	100.0	50	strict	spectral_knn	0.2179499330764648	0.21248005566087916	0.4285493941092634	0.40825655085679735	94.6145031452179
64	5.944146642126673	ecoli_colombos	100.0	50	interconnected	spectral_knn	0.09788751030520029	0.13385569550969262	0.28168745222663527	0.32098873266990874	94.6145031452179
65	4.992048617511529	ecoli_colombos	100.0	50	minimal	spectral_knn	0.049170681146068235	0.12579491739426496	0.24177976104809024	0.28266969436189837	94.6145031452179
66	7.514154494710795	ecoli_colombos	100.0	70	strict	spectral_knn	0.2244440017532847	0.23251064869890498	0.4562333779741536	0.42560116897371236	109.21633100509644
67	6.233634993841117	ecoli_colombos	100.0	70	interconnected	spectral_knn	0.11186781534942339	0.15717307126811655	0.273598644610626	0.3496650330754169	109.21633100509644
68	5.4386712593204845	ecoli_colombos	100.0	70	minimal	spectral_knn	0.059622107651344694	0.1383808463735398	0.25871370847909236	0.28902243901978114	109.21633100509644
69	6.6070054672135345	ecoli_colombos	100.0	100	strict	spectral_knn	0.18613898675628016	0.17940799326090467	0.4180969727814283	0.37711908262601695	60.934179067611694
70	5.638995896675828	ecoli_colombos	100.0	100	interconnected	spectral_knn	0.09579250975119372	0.12923015784969313	0.25675623389873464	0.31458082385261515	60.934179067611694
71	5.000084546333982	ecoli_colombos	100.0	100	minimal	spectral_knn	0.05561672643111585	0.12188779756499875	0.23078021584901573	0.2759993287987713	60.934179067611694
72	8.77872899213833	ecoli_colombos	125.0	10	strict	spectral_knn	0.2617056235858338	0.2921111678244946	0.5108026985309251	0.5101050484785601	84.1153290271759
73	6.641900283780108	ecoli_colombos	125.0	10	interconnected	spectral_knn	0.10715874025209432	0.1558449263719127	0.31454793862977226	0.3578917975619842	84.1153290271759
74	6.696754916835282	ecoli_colombos	125.0	10	minimal	spectral_knn	0.06917405904516435	0.17821907180519478	0.31729634684934016	0.3683463845686104	84.1153290271759
75	8.951296247813488	ecoli_colombos	125.0	20	strict	spectral_knn	0.2594652413749001	0.2870196715492514	0.546383801342207	0.5041217920580068	91.05892395973206
76	6.577182187931422	ecoli_colombos	125.0	20	interconnected	spectral_knn	0.10296296053670433	0.14954358398215775	0.32084930877723383	0.3490471363335674	91.05892395973206
77	6.455950744041848	ecoli_colombos	125.0	20	minimal	spectral_knn	0.06594813849154371	0.17433789582921572	0.30788479337356084	0.3539413696542955	91.05892395973206
78	7.1014075867056565	ecoli_colombos	125.0	30	strict	spectral_knn	0.1973782755947738	0.20947386789276987	0.4481633928556013	0.3994639873036565	112.06661105155945
79	5.806615918760521	ecoli_colombos	125.0	30	interconnected	spectral_knn	0.08636560462852276	0.1297839079045027	0.2839374085804031	0.31430271025080314	112.06661105155945
80	5.82809852815973	ecoli_colombos	125.0	30	minimal	spectral_knn	0.05533892279220798	0.15099981690288797	0.2938864891161371	0.322211674875135	112.06661105155945
81	8.076959458528094	ecoli_colombos	125.0	50	strict	spectral_knn	0.23237986539564506	0.24986223500777918	0.4981091244730807	0.45499307189504845	97.0370500087738
82	5.964814684857393	ecoli_colombos	125.0	50	interconnected	spectral_knn	0.097196910871079	0.1479814551819423	0.2763801479483548	0.32435931507522636	97.0370500087738
83	5.451141541584783	ecoli_colombos	125.0	50	minimal	spectral_knn	0.0530213445770093	0.1444058084567118	0.2619625217226936	0.30985679834452984	97.0370500087738
84	7.776456323685867	ecoli_colombos	125.0	70	strict	spectral_knn	0.22944996144447963	0.23937846102153565	0.4651082431412024	0.4486251689367963	105.49598383903503
85	6.061224048911259	ecoli_colombos	125.0	70	interconnected	spectral_knn	0.09908045423646002	0.14711654320303763	0.2732663098451764	0.3420482225868653	105.49598383903503
86	5.494593491728573	ecoli_colombos	125.0	70	minimal	spectral_knn	0.05532458858593024	0.14075286029824022	0.2662672808570278	0.3038846966271046	105.49598383903503
87	6.955767059021364	ecoli_colombos	125.0	100	strict	spectral_knn	0.19093768489980248	0.20841089048470304	0.42736757418721033	0.4007685046517215	63.677995920181274
88	5.475230255986861	ecoli_colombos	125.0	100	interconnected	spectral_knn	0.08310108162059676	0.12717988909882377	0.25822929757438534	0.30365823108847956	63.677995920181274
89	5.048509144386954	ecoli_colombos	125.0	100	minimal	spectral_knn	0.05312331579284097	0.12623288882186925	0.23666769079632494	0.2826312147183673	63.677995920181274
90	9.699551753318515	ecoli_colombos	150.0	10	strict	spectral_knn	0.2800111865410046	0.3266757668288416	0.5675983387931102	0.5633822890149972	101.21710300445557
91	6.762298086460157	ecoli_colombos	150.0	10	interconnected	spectral_knn	0.10893696456667161	0.16577934920335893	0.3101677110498872	0.37466859653948226	101.21710300445557
92	6.986382441688353	ecoli_colombos	150.0	10	minimal	spectral_knn	0.07219709793712606	0.19325979597021548	0.3261566720967065	0.38647644265602066	101.21710300445557
93	8.740667495708191	ecoli_colombos	150.0	20	strict	spectral_knn	0.24782734068944415	0.2800205173715002	0.5305720817237023	0.4975696484241156	117.74577403068542
94	6.418265051668707	ecoli_colombos	150.0	20	interconnected	spectral_knn	0.0972183930744029	0.1492044174830449	0.31097586942209415	0.34535953132147285	117.74577403068542
95	6.49239706432815	ecoli_colombos	150.0	20	minimal	spectral_knn	0.06324126279054453	0.1785348521061257	0.3139398041702114	0.3618796394737457	117.74577403068542
96	8.525517108521928	ecoli_colombos	150.0	30	strict	spectral_knn	0.24294736235535977	0.2631818170182058	0.5217214593744831	0.48505847590577755	120.3961570262909
97	5.871022245565159	ecoli_colombos	150.0	30	interconnected	spectral_knn	0.08623640531501807	0.13265398227627948	0.29389090107917465	0.3104622885998938	120.3961570262909
98	6.068826249405094	ecoli_colombos	150.0	30	minimal	spectral_knn	0.057220379210155804	0.1556681417072049	0.3059958741969032	0.33859702681743997	120.3961570262909
99	8.535670862883414	ecoli_colombos	150.0	50	strict	spectral_knn	0.23850190398531682	0.26950867412343976	0.54555871527397	0.46706104483043587	110.15859699249268
100	6.345919735002944	ecoli_colombos	150.0	50	interconnected	spectral_knn	0.09944943130667161	0.15666416267320998	0.2964395786667133	0.3468462675957921	110.15859699249268
101	6.103515826903549	ecoli_colombos	150.0	50	minimal	spectral_knn	0.06033957468623573	0.1687778777317186	0.2915521724747156	0.3403691569093075	110.15859699249268
102	8.084188515845739	ecoli_colombos	150.0	70	strict	spectral_knn	0.2322837011069088	0.24714255054589443	0.5010463112862988	0.4546917166298817	113.66708707809448
103	5.837986934670115	ecoli_colombos	150.0	70	interconnected	spectral_knn	0.08976677759645006	0.13669950352362592	0.2722254574593656	0.32596103404077964	113.66708707809448
104	5.773768556362516	ecoli_colombos	150.0	70	minimal	spectral_knn	0.056810127815937875	0.14758949782761988	0.2806633627663524	0.3243526460289792	113.66708707809448
105	7.131944704713541	ecoli_colombos	150.0	100	strict	spectral_knn	0.2027854664090803	0.2105556160801666	0.44764996368574383	0.40080445457307856	68.50339412689209
106	5.879521788463581	ecoli_colombos	150.0	100	interconnected	spectral_knn	0.08846577785409544	0.1341293802468791	0.29199664383200064	0.3101104799640128	68.50339412689209
107	6.030398716713609	ecoli_colombos	150.0	100	minimal	spectral_knn	0.056927731881844405	0.15285857709452952	0.30263416341109484	0.33912738249309865	68.50339412689209
108	9.713545232345798	ecoli_colombos	175.0	10	strict	spectral_knn	0.28279926270091466	0.33154539858680754	0.5586178391852533	0.571346107521904	114.63445496559143
109	6.58038709210581	ecoli_colombos	175.0	10	interconnected	spectral_knn	0.10405081556137713	0.1621188637068564	0.30196799521089257	0.366368765449905	114.63445496559143
110	6.92974647124636	ecoli_colombos	175.0	10	minimal	spectral_knn	0.06930293502506324	0.19385988017104633	0.32502091783721054	0.3899151114195436	114.63445496559143
111	9.4013408389496	ecoli_colombos	175.0	20	strict	spectral_knn	0.2617840211785239	0.3022615989866146	0.5802853908118805	0.5289337210709977	124.68074202537537
112	6.736784846809658	ecoli_colombos	175.0	20	interconnected	spectral_knn	0.10557267909831068	0.15956375046059704	0.32064451714651243	0.36378533201793994	124.68074202537537
113	6.424845338545793	ecoli_colombos	175.0	20	minimal	spectral_knn	0.06602719341972735	0.1753562112678224	0.29955275951396054	0.3588861853332469	124.68074202537537
114	8.029377673001784	ecoli_colombos	175.0	30	strict	spectral_knn	0.21533566032327103	0.24336251766831302	0.5120858739480926	0.44872281192367747	124.34007287025452
115	6.057268349399244	ecoli_colombos	175.0	30	interconnected	spectral_knn	0.08926762799689053	0.14078283344281656	0.2947316241502557	0.32769982409894177	124.34007287025452
116	6.007865840132493	ecoli_colombos	175.0	30	minimal	spectral_knn	0.05463194691801124	0.15956615363834686	0.30241825300214764	0.34287783712265285	124.34007287025452
117	8.574407523784968	ecoli_colombos	175.0	50	strict	spectral_knn	0.24855300714846776	0.2712731878616248	0.5226396874557447	0.48493901776472337	120.02077507972717
118	6.2436629178620295	ecoli_colombos	175.0	50	interconnected	spectral_knn	0.09982314514769217	0.15175670845698586	0.29073597770134246	0.34134158518360075	120.02077507972717
119	6.234896340403644	ecoli_colombos	175.0	50	minimal	spectral_knn	0.05924692170450746	0.16272750553023044	0.3108931092350506	0.347997519416467	120.02077507972717
120	8.502866187266275	ecoli_colombos	175.0	70	strict	spectral_knn	0.240175268900557	0.26754090062983193	0.5158735712157048	0.4866564499379175	123.90961718559265
121	6.319193449315003	ecoli_colombos	175.0	70	interconnected	spectral_knn	0.0953075227576472	0.14527463322120068	0.31218738374490335	0.33428465392756707	123.90961718559265
122	5.9231219679227225	ecoli_colombos	175.0	70	minimal	spectral_knn	0.05660518379203103	0.14809622410755682	0.2957681179263332	0.3329591991963111	123.90961718559265
123	7.3703706836128	ecoli_colombos	175.0	100	strict	spectral_knn	0.1958514653109139	0.2245392799346488	0.4742819626970056	0.40919250721310213	75.26871085166931
124	5.563688566480136	ecoli_colombos	175.0	100	interconnected	spectral_knn	0.08361683855812815	0.12681729757482685	0.26153135824154905	0.3123743846493373	75.26871085166931
125	5.436279265502301	ecoli_colombos	175.0	100	minimal	spectral_knn	0.049085883227786106	0.14195221809977587	0.27023460063893057	0.31852480121674026	75.26871085166931
126	9.85109710609376	ecoli_colombos	200.0	10	strict	spectral_knn	0.2722582701797304	0.32186829916865267	0.6097972876516103	0.5519239648938771	98.93678212165833
127	6.85529256433203	ecoli_colombos	200.0	10	interconnected	spectral_knn	0.10251882482657734	0.16222513617678636	0.3320565633053538	0.36917448036502565	98.93678212165833
128	7.021653413651504	ecoli_colombos	200.0	10	minimal	spectral_knn	0.0692402240882209	0.18967929711268666	0.3424754189499013	0.3857291894282148	98.93678212165833
129	9.742788298934496	ecoli_colombos	200.0	20	strict	spectral_knn	0.26639281973005996	0.31476629637677933	0.5934325914256613	0.5568955116288535	120.60092997550964
130	6.883619171958952	ecoli_colombos	200.0	20	interconnected	spectral_knn	0.10365457470533981	0.16110143532199478	0.32981507265152243	0.3752904557436055	120.60092997550964
131	6.817152318109495	ecoli_colombos	200.0	20	minimal	spectral_knn	0.06965598335208659	0.1846715476632127	0.3262427324260009	0.3718482900862191	120.60092997550964
132	8.255434159419288	ecoli_colombos	200.0	30	strict	spectral_knn	0.2194138940889437	0.25492904606494865	0.5453447522853503	0.4469760601117861	121.7655200958252
133	6.106783079968206	ecoli_colombos	200.0	30	interconnected	spectral_knn	0.08816573151596534	0.14186570445393226	0.30120374360334773	0.32804012529961507	121.7655200958252
134	5.964861779578733	ecoli_colombos	200.0	30	minimal	spectral_knn	0.057572929778613606	0.1586553254230237	0.28831027935174	0.3385269152731122	121.7655200958252
135	8.684084383175941	ecoli_colombos	200.0	50	strict	spectral_knn	0.23035837038994936	0.2662399341078302	0.5565215068856012	0.4833842154970821	126.27140593528748
136	6.133432046774516	ecoli_colombos	200.0	50	interconnected	spectral_knn	0.08576659301725072	0.1386129670999405	0.3004619817652713	0.3383589587160252	126.27140593528748
137	6.054216981877724	ecoli_colombos	200.0	50	minimal	spectral_knn	0.05509798153223132	0.16178925509019976	0.2944252740916265	0.35882851101318197	126.27140593528748
138	7.878015800233156	ecoli_colombos	200.0	70	strict	spectral_knn	0.20138227802947473	0.2235256860632492	0.5196381666343696	0.43985290320152876	124.55850100517273
139	5.578765481052544	ecoli_colombos	200.0	70	interconnected	spectral_knn	0.07446820766754345	0.1231918521071643	0.2819368911474013	0.3048190339019866	124.55850100517273
140	5.576258222478389	ecoli_colombos	200.0	70	minimal	spectral_knn	0.04957744892311625	0.14899648920602235	0.28171417875572846	0.322939256608486	124.55850100517273
141	7.347466254636536	ecoli_colombos	200.0	100	strict	spectral_knn	0.17923261214137373	0.20575269681977457	0.48966453775680835	0.4132902375838106	85.3871500492096
142	5.151614398920237	ecoli_colombos	200.0	100	interconnected	spectral_knn	0.06930456427952894	0.11088536554755385	0.2490428201693339	0.29702240711953537	85.3871500492096
143	5.003006642824751	ecoli_colombos	200.0	100	minimal	spectral_knn	0.042337341081818365	0.1298648030872775	0.25298722844773536	0.3067101027682902	85.3871500492096
144	9.886725399287931	ecoli_colombos	225.0	10	strict	spectral_knn	0.2730303334395949	0.3199024562663088	0.6183790357476879	0.5500271075116585	115.81674194335938
145	6.788576509367963	ecoli_colombos	225.0	10	interconnected	spectral_knn	0.09981409043030533	0.1565517041702994	0.34529988649972215	0.3512837273882366	115.81674194335938
146	7.122656679331939	ecoli_colombos	225.0	10	minimal	spectral_knn	0.06997093900110901	0.18663296336591909	0.3585026562968025	0.38257044843606863	115.81674194335938
147	9.29142596266377	ecoli_colombos	225.0	20	strict	spectral_knn	0.24094009753498832	0.2841327352905362	0.5970571243632569	0.5193472168221267	133.87911009788513
148	6.29794993045679	ecoli_colombos	225.0	20	interconnected	spectral_knn	0.08698113602709376	0.14505776806243836	0.3140833016301051	0.34076156925700607	133.87911009788513
149	6.602546323106321	ecoli_colombos	225.0	20	minimal	spectral_knn	0.05899719705926049	0.175015040654057	0.3379346977742152	0.3759901268414827	133.87911009788513
150	8.533574337672896	ecoli_colombos	225.0	30	strict	spectral_knn	0.2297221787594252	0.2713754404378531	0.5390973540951892	0.47535458223727034	148.15599298477173
151	5.985071044436657	ecoli_colombos	225.0	30	interconnected	spectral_knn	0.0846650454776329	0.14047750356129377	0.29649091250481213	0.32170713456294653	148.15599298477173
152	6.179291331849279	ecoli_colombos	225.0	30	minimal	spectral_knn	0.05722388521104799	0.1621111761408958	0.3107118503208079	0.34875811921427546	148.15599298477173
153	8.277868057195798	ecoli_colombos	225.0	50	strict	spectral_knn	0.21709993442611294	0.24614722806019573	0.5503815181448942	0.45106678907010317	134.71913719177246
154	6.2286619524364415	ecoli_colombos	225.0	50	interconnected	spectral_knn	0.08378744932620273	0.13255693161008547	0.31232702404230556	0.34542160232892555	134.71913719177246
155	6.256564562172926	ecoli_colombos	225.0	50	minimal	spectral_knn	0.05531351246338909	0.1643357467905293	0.31855668683236377	0.3629764522695584	134.71913719177246
156	8.24090434397025	ecoli_colombos	225.0	70	strict	spectral_knn	0.22637555721763825	0.2494240670443303	0.505026795433563	0.4747439367164995	134.6803548336029
157	6.083730699632298	ecoli_colombos	225.0	70	interconnected	spectral_knn	0.0862199121630805	0.1392312977727255	0.2915849592063417	0.3412212867533071	134.6803548336029
158	5.805444066486829	ecoli_colombos	225.0	70	minimal	spectral_knn	0.05224998684745419	0.15028827873378808	0.293960177550476	0.33489376257729864	134.6803548336029
159	7.05242230703601	ecoli_colombos	225.0	100	strict	spectral_knn	0.18003990753566237	0.2111600660012626	0.44509808250391597	0.40421896226837567	94.38980388641357
160	5.057450901266492	ecoli_colombos	225.0	100	interconnected	spectral_knn	0.0693985637278091	0.1130883905054948	0.25051027003258375	0.27841369427554213	94.38980388641357
161	5.135777679247013	ecoli_colombos	225.0	100	minimal	spectral_knn	0.04075738351669929	0.13332763642723078	0.2714300639800271	0.32013378138577364	94.38980388641357
162	9.089065310701184	ecoli_colombos	250.0	10	strict	spectral_knn	0.24489016897094534	0.28965101953577344	0.5891527897543157	0.49487348187439417	138.75502514839172
163	6.346076394412163	ecoli_colombos	250.0	10	interconnected	spectral_knn	0.09284754417136755	0.14752957681296136	0.3068362201336294	0.3466917348347754	138.75502514839172
164	6.691632643375882	ecoli_colombos	250.0	10	minimal	spectral_knn	0.06522863478956041	0.17845894989971925	0.32918080134937017	0.3688782781859512	138.75502514839172
165	8.853324760008134	ecoli_colombos	250.0	20	strict	spectral_knn	0.23261163619114228	0.2692630312204149	0.6020806372660621	0.4712110798600354	138.481262922287
166	5.963986322667627	ecoli_colombos	250.0	20	interconnected	spectral_knn	0.08253801035778317	0.12938765861236645	0.3226861500450312	0.30131249211454963	138.481262922287
167	6.126066238717225	ecoli_colombos	250.0	20	minimal	spectral_knn	0.05337942942974951	0.1524483801976057	0.3412750772098697	0.33323371318883377	138.481262922287
168	8.446124508752337	ecoli_colombos	250.0	30	strict	spectral_knn	0.2178409964272115	0.25732519537732335	0.557616015386878	0.4624131529084313	144.28529286384583
169	6.163971958839361	ecoli_colombos	250.0	30	interconnected	spectral_knn	0.08282009360179757	0.13449482803046287	0.32287931983012297	0.32455354760275223	144.28529286384583
170	6.398117224200564	ecoli_colombos	250.0	30	minimal	spectral_knn	0.058576302419069255	0.16192352590375284	0.3295081047646879	0.3592587066949005	144.28529286384583
171	8.042691915991657	ecoli_colombos	250.0	50	strict	spectral_knn	0.2089172609430953	0.24156080982938216	0.5297132119495692	0.44179003093370056	141.42553400993347
172	5.863440434961284	ecoli_colombos	250.0	50	interconnected	spectral_knn	0.07969486226251596	0.12986918842834622	0.3052589579115163	0.3081062964339252	141.42553400993347
