	F1norm_rprr	datasetname	knownmodules	m	method	precision	recall	recovery	relevance	runningtime	t
0	0.5202538819029501	ecoli_colombos	strict	o	biforce	0.03283072263728719	0.0031580213160547306	0.1679441117764471	0.030784347756909785	358.66987586021423	0.0
1	1.119552584277036	ecoli_colombos	minimal	o	biforce	0.0602084104829788	0.013994957952401556	0.17365269461077845	0.029514408517309323	358.66987586021423	0.0
2	0.7767791214783161	ecoli_colombos	interconnected	o	biforce	0.03765773596546505	0.004057291096677506	0.15858092370618646	0.03257369573431495	358.66987586021423	0.0
3	1.013116905543133	ecoli_colombos	strict	o	biforce	0.03287227106002572	0.008037825278169718	0.13760227851411427	0.06513541014894106	610.3034279346466	0.1
4	1.6234998478547233	ecoli_colombos	minimal	o	biforce	0.03262552198456016	0.02040858282649387	0.13326656906915885	0.05838779881340868	610.3034279346466	0.1
5	1.44446274301358	ecoli_colombos	interconnected	o	biforce	0.033003359468716714	0.010345365041720397	0.1275832931999315	0.07100644170077813	610.3034279346466	0.1
6	1.6692545236944765	ecoli_colombos	strict	o	biforce	0.04470128829775342	0.019816522276926103	0.18085929840969037	0.0925764331634059	649.691890001297	0.2
7	1.7206740705340746	ecoli_colombos	minimal	o	biforce	0.02828769076168851	0.022920442131255818	0.1314792871558	0.0662828374004414	649.691890001297	0.2
8	1.5697814955188456	ecoli_colombos	interconnected	o	biforce	0.03199805319329306	0.012032429926073418	0.13338425483378583	0.07737092202731784	649.691890001297	0.2
9	0.2636353838658754	ecoli_colombos	strict	o	biforce	0.02537418521464899	0.0014467441866449974	0.0550098231827112	0.019211378860945302	427.3071639537811	0.5
10	0.9803668839127206	ecoli_colombos	minimal	o	biforce	0.05686700031608302	0.012396419586260622	0.12159763313609467	0.02675319340003849	427.3071639537811	0.5
11	0.514192124871229	ecoli_colombos	interconnected	o	biforce	0.03281786854060567	0.002584032811773861	0.07504078303425775	0.023768879753080414	427.3071639537811	0.5
12	3.1791132879701043	ecoli_colombos	strict	o	biforce	0.07628955283348819	0.0595151409200848	0.25571910669216497	0.17575150905496442	978.1470868587494	0.75
13	2.7504863178863523	ecoli_colombos	minimal	o	biforce	0.025534019647959982	0.050830457862893655	0.18503357249765762	0.13433413976926242	978.1470868587494	0.75
14	3.0880382230043155	ecoli_colombos	interconnected	o	biforce	0.04371366754030378	0.040452855740976554	0.20267345300106523	0.15341010671979977	978.1470868587494	0.75
15	3.8891198952384958	ecoli_colombos	strict	o	biforce	0.08722757552433855	0.07868754259653468	0.2963971233986995	0.22183284362863379	899.5414991378784	1.0
16	2.5662868363188607	ecoli_colombos	minimal	o	biforce	0.021882893784823023	0.04639890897336401	0.1746345885790832	0.13433724326349344	899.5414991378784	1.0
17	3.13551384630831	ecoli_colombos	interconnected	o	biforce	0.04033985127946311	0.0450385837373422	0.200037099042194	0.15953200619499766	899.5414991378784	1.0
18	4.171242566980314	ecoli_colombos	strict	o	biforce	0.08640583429566288	0.09119200486218401	0.3085387489137467	0.24346489567227067	778.7254929542542	1.5
19	2.5437873047689066	ecoli_colombos	minimal	o	biforce	0.017273010140945826	0.05198803509699858	0.18144860133943214	0.15514703569446708	778.7254929542542	1.5
20	3.379114337110619	ecoli_colombos	interconnected	o	biforce	0.03794049867454496	0.05372725841753687	0.1931541896528458	0.19455647470079102	778.7254929542542	1.5
21	0.27723281462218496	ecoli_colombos	strict	o	biforce	0.02743866907522871	0.001570916168429125	0.05725190839694656	0.019230769230769232	403.1182680130005	2.0
22	0.9237213191982848	ecoli_colombos	minimal	o	biforce	0.06095606005000181	0.012645494401695939	0.1425287356321839	0.023451261382295863	403.1182680130005	2.0
23	0.549880644505091	ecoli_colombos	interconnected	o	biforce	0.03655832703451752	0.0029594836170799893	0.08095238095238096	0.023809523809523808	403.1182680130005	2.0
24	0.27723281462218496	ecoli_colombos	strict	o	biforce	0.02743866907522871	0.001570916168429125	0.05725190839694656	0.019230769230769232	436.85618901252747	5.0
25	0.9237213191982848	ecoli_colombos	minimal	o	biforce	0.06095606005000181	0.012645494401695939	0.1425287356321839	0.023451261382295863	436.85618901252747	5.0
26	0.549880644505091	ecoli_colombos	interconnected	o	biforce	0.03655832703451752	0.0029594836170799893	0.08095238095238096	0.023809523809523808	436.85618901252747	5.0
27	0.27723281462218496	ecoli_colombos	strict	o	biforce	0.02743866907522871	0.001570916168429125	0.05725190839694656	0.019230769230769232	383.7806260585785	10.0
28	0.9237213191982848	ecoli_colombos	minimal	o	biforce	0.06095606005000181	0.012645494401695939	0.1425287356321839	0.023451261382295863	383.7806260585785	10.0
29	0.549880644505091	ecoli_colombos	interconnected	o	biforce	0.03655832703451752	0.0029594836170799893	0.08095238095238096	0.023809523809523808	383.7806260585785	10.0
30	0.40573002866538116	ecoli_colombos	strict	u	biforce	0.02458537122266298	0.0024991410813371326	0.07238339021615472	0.02778060521919958	391.3947720527649	0.0
31	1.0463273101740322	ecoli_colombos	minimal	u	biforce	0.036670406381935854	0.013033249856827675	0.1404310308001196	0.029502638392154185	391.3947720527649	0.0
32	0.6347749671655127	ecoli_colombos	interconnected	u	biforce	0.027709724961442455	0.003222615275622296	0.07638645138645139	0.03231095937897008	391.3947720527649	0.0
33	0.27723281462218496	ecoli_colombos	strict	u	biforce	0.02743866907522871	0.001570916168429125	0.05725190839694656	0.019230769230769232	303.52930784225464	0.1
34	0.9237213191982848	ecoli_colombos	minimal	u	biforce	0.06095606005000181	0.012645494401695939	0.1425287356321839	0.023451261382295863	303.52930784225464	0.1
35	0.549880644505091	ecoli_colombos	interconnected	u	biforce	0.03655832703451752	0.0029594836170799893	0.08095238095238096	0.023809523809523808	303.52930784225464	0.1
36	0.27723281462218496	ecoli_colombos	strict	u	biforce	0.02743866907522871	0.001570916168429125	0.05725190839694656	0.019230769230769232	296.0180470943451	0.2
37	0.9237213191982848	ecoli_colombos	minimal	u	biforce	0.06095606005000181	0.012645494401695939	0.1425287356321839	0.023451261382295863	296.0180470943451	0.2
38	0.549880644505091	ecoli_colombos	interconnected	u	biforce	0.03655832703451752	0.0029594836170799893	0.08095238095238096	0.023809523809523808	296.0180470943451	0.2
39	0.27723281462218496	ecoli_colombos	strict	u	biforce	0.02743866907522871	0.001570916168429125	0.05725190839694656	0.019230769230769232	273.1495521068573	0.5
40	0.9237213191982848	ecoli_colombos	minimal	u	biforce	0.06095606005000181	0.012645494401695939	0.1425287356321839	0.023451261382295863	273.1495521068573	0.5
41	0.549880644505091	ecoli_colombos	interconnected	u	biforce	0.03655832703451752	0.0029594836170799893	0.08095238095238096	0.023809523809523808	273.1495521068573	0.5
42	0.27723281462218496	ecoli_colombos	strict	u	biforce	0.02743866907522871	0.001570916168429125	0.05725190839694656	0.019230769230769232	273.5242099761963	0.75
43	0.9237213191982848	ecoli_colombos	minimal	u	biforce	0.06095606005000181	0.012645494401695939	0.1425287356321839	0.023451261382295863	273.5242099761963	0.75
44	0.549880644505091	ecoli_colombos	interconnected	u	biforce	0.03655832703451752	0.0029594836170799893	0.08095238095238096	0.023809523809523808	273.5242099761963	0.75
45	0.27723281462218496	ecoli_colombos	strict	u	biforce	0.02743866907522871	0.001570916168429125	0.05725190839694656	0.019230769230769232	293.03768610954285	1.0
46	0.9237213191982848	ecoli_colombos	minimal	u	biforce	0.06095606005000181	0.012645494401695939	0.1425287356321839	0.023451261382295863	293.03768610954285	1.0
47	0.549880644505091	ecoli_colombos	interconnected	u	biforce	0.03655832703451752	0.0029594836170799893	0.08095238095238096	0.023809523809523808	293.03768610954285	1.0
48	0.27723281462218496	ecoli_colombos	strict	u	biforce	0.02743866907522871	0.001570916168429125	0.05725190839694656	0.019230769230769232	267.05966210365295	1.5
49	0.9237213191982848	ecoli_colombos	minimal	u	biforce	0.06095606005000181	0.012645494401695939	0.1425287356321839	0.023451261382295863	267.05966210365295	1.5
50	0.549880644505091	ecoli_colombos	interconnected	u	biforce	0.03655832703451752	0.0029594836170799893	0.08095238095238096	0.023809523809523808	267.05966210365295	1.5
51	0.27723281462218496	ecoli_colombos	strict	u	biforce	0.02743866907522871	0.001570916168429125	0.05725190839694656	0.019230769230769232	277.38011503219604	2.0
52	0.9237213191982848	ecoli_colombos	minimal	u	biforce	0.06095606005000181	0.012645494401695939	0.1425287356321839	0.023451261382295863	277.38011503219604	2.0
53	0.549880644505091	ecoli_colombos	interconnected	u	biforce	0.03655832703451752	0.0029594836170799893	0.08095238095238096	0.023809523809523808	277.38011503219604	2.0
54	0.27723281462218496	ecoli_colombos	strict	u	biforce	0.02743866907522871	0.001570916168429125	0.05725190839694656	0.019230769230769232	268.3864130973816	5.0
55	0.9237213191982848	ecoli_colombos	minimal	u	biforce	0.06095606005000181	0.012645494401695939	0.1425287356321839	0.023451261382295863	268.3864130973816	5.0
56	0.549880644505091	ecoli_colombos	interconnected	u	biforce	0.03655832703451752	0.0029594836170799893	0.08095238095238096	0.023809523809523808	268.3864130973816	5.0
57	0.27723281462218496	ecoli_colombos	strict	u	biforce	0.02743866907522871	0.001570916168429125	0.05725190839694656	0.019230769230769232	266.449560880661	10.0
58	0.9237213191982848	ecoli_colombos	minimal	u	biforce	0.06095606005000181	0.012645494401695939	0.1425287356321839	0.023451261382295863	266.449560880661	10.0
59	0.549880644505091	ecoli_colombos	interconnected	u	biforce	0.03655832703451752	0.0029594836170799893	0.08095238095238096	0.023809523809523808	266.449560880661	10.0
60	0.0	ecoli_colombos	strict	l	biforce	0.0	0.0	0.0	0.0	345.6604061126709	0.0
61	0.0	ecoli_colombos	minimal	l	biforce	0.0	0.0	0.0	0.0	345.6604061126709	0.0
62	0.0	ecoli_colombos	interconnected	l	biforce	0.0	0.0	0.0	0.0	345.6604061126709	0.0
63	0.27723281462218496	ecoli_colombos	strict	l	biforce	0.02743866907522871	0.001570916168429125	0.05725190839694656	0.019230769230769232	414.28858709335327	0.1
64	0.9237213191982848	ecoli_colombos	minimal	l	biforce	0.06095606005000181	0.012645494401695939	0.1425287356321839	0.023451261382295863	414.28858709335327	0.1
65	0.549880644505091	ecoli_colombos	interconnected	l	biforce	0.03655832703451752	0.0029594836170799893	0.08095238095238096	0.023809523809523808	414.28858709335327	0.1
66	0.27723281462218496	ecoli_colombos	strict	l	biforce	0.02743866907522871	0.001570916168429125	0.05725190839694656	0.019230769230769232	380.2985348701477	0.2
67	0.9237213191982848	ecoli_colombos	minimal	l	biforce	0.06095606005000181	0.012645494401695939	0.1425287356321839	0.023451261382295863	380.2985348701477	0.2
68	0.549880644505091	ecoli_colombos	interconnected	l	biforce	0.03655832703451752	0.0029594836170799893	0.08095238095238096	0.023809523809523808	380.2985348701477	0.2
69	0.27723281462218496	ecoli_colombos	strict	l	biforce	0.02743866907522871	0.001570916168429125	0.05725190839694656	0.019230769230769232	398.1459650993347	0.5
70	0.9237213191982848	ecoli_colombos	minimal	l	biforce	0.06095606005000181	0.012645494401695939	0.1425287356321839	0.023451261382295863	398.1459650993347	0.5
71	0.549880644505091	ecoli_colombos	interconnected	l	biforce	0.03655832703451752	0.0029594836170799893	0.08095238095238096	0.023809523809523808	398.1459650993347	0.5
72	0.27723281462218496	ecoli_colombos	strict	l	biforce	0.02743866907522871	0.001570916168429125	0.05725190839694656	0.019230769230769232	361.8940818309784	0.75
73	0.9237213191982848	ecoli_colombos	minimal	l	biforce	0.06095606005000181	0.012645494401695939	0.1425287356321839	0.023451261382295863	361.8940818309784	0.75
74	0.549880644505091	ecoli_colombos	interconnected	l	biforce	0.03655832703451752	0.0029594836170799893	0.08095238095238096	0.023809523809523808	361.8940818309784	0.75
