	F1norm_rprr	datasetname	dim	knownmodules	method	precision	radius	recall	recovery	relevance	runningtime	topo
0	3.004961771081702	ecoli_colombos	6.0	minimal	som	0.03872627137566612	0.5	0.06548450557228126	0.20166410438866406	0.1158646507136253	1164.0324048995972	rectangular
1	3.3524484808512702	ecoli_colombos	6.0	interconnected	som	0.06030600068118306	0.5	0.05219087827288328	0.21626185294466546	0.14819901790410625	1164.0324048995972	rectangular
2	3.6811369040270328	ecoli_colombos	6.0	strict	som	0.10381588138886064	0.5	0.07581627155387259	0.3078130002048618	0.18474066388895832	1164.0324048995972	rectangular
3	2.9366031639770553	ecoli_colombos	6.0	minimal	som	0.040616218546517056	0.5	0.061900887148027085	0.22121849979973066	0.10452705693373777	2218.781555891037	hexagonal
4	3.269539196752334	ecoli_colombos	6.0	interconnected	som	0.06650266566144912	0.5	0.05337852139969687	0.2339797662877152	0.13024289538406508	2218.781555891037	hexagonal
5	3.0120826308799837	ecoli_colombos	6.0	strict	som	0.0886947554916533	0.5	0.061645827059867354	0.27851187400762684	0.1419634350516226	2218.781555891037	hexagonal
6	3.729096229178518	ecoli_colombos	6.0	minimal	som	0.04610918952378599	1.0	0.07629906073185466	0.23246720324277545	0.15604351955988002	2452.629925966263	rectangular
7	3.8969399812690804	ecoli_colombos	6.0	interconnected	som	0.07772449143104543	1.0	0.07055914251705088	0.24537109562805215	0.16436163729657471	2452.629925966263	rectangular
8	3.853291270539133	ecoli_colombos	6.0	strict	som	0.1188313180149203	1.0	0.08820728033539775	0.31559069745638485	0.18661886016590057	2452.629925966263	rectangular
9	3.218658775674126	ecoli_colombos	6.0	minimal	som	0.03988145862223597	1.0	0.06708097641474554	0.21708143873434602	0.12740767275744194	2250.0644800662994	hexagonal
10	3.374282397621922	ecoli_colombos	6.0	interconnected	som	0.06956328173259788	1.0	0.05299291868671401	0.2301891949987431	0.1392051076969508	2250.0644800662994	hexagonal
11	3.7439121757929046	ecoli_colombos	6.0	strict	som	0.11335633095324127	1.0	0.0737888043144481	0.3432500571481403	0.17820873188823175	2250.0644800662994	hexagonal
12	3.6906568123545234	ecoli_colombos	6.0	minimal	som	0.040428050591775185	1.5	0.08503825312722911	0.20908742443318648	0.1709879451435514	2106.145341157913	rectangular
13	4.249185712409975	ecoli_colombos	6.0	interconnected	som	0.07660156382659197	1.5	0.08114011228443431	0.22021044836040002	0.21195675563922448	2106.145341157913	rectangular
14	4.946630680342259	ecoli_colombos	6.0	strict	som	0.15601783298330402	1.5	0.13157618558161072	0.3185326477790621	0.2723172401175314	2106.145341157913	rectangular
15	4.076751426589102	ecoli_colombos	6.0	minimal	som	0.045801337917874205	1.5	0.08872904166567146	0.2235411402963627	0.19449549118582424	1124.7165110111237	hexagonal
16	4.55830637496166	ecoli_colombos	6.0	interconnected	som	0.08352192729832626	1.5	0.08816133877606122	0.23871897128537486	0.22337268406914237	1124.7165110111237	hexagonal
17	5.011291417072069	ecoli_colombos	6.0	strict	som	0.15869904420707537	1.5	0.1317690100251443	0.3266835976399771	0.27359078745466053	1124.7165110111237	hexagonal
18	4.105003917902417	ecoli_colombos	6.0	minimal	som	0.04875532663435176	2.0	0.09371017639045388	0.2245553031377212	0.18732195719585396	1459.519191980362	rectangular
19	4.59198592011972	ecoli_colombos	6.0	interconnected	som	0.08605933096184613	2.0	0.08509591175274259	0.23792440122748185	0.22850356072804695	1459.519191980362	rectangular
20	5.0233522254936505	ecoli_colombos	6.0	strict	som	0.15945734571153655	2.0	0.12574358289404608	0.3223591622549359	0.28147769947412693	1459.519191980362	rectangular
21	3.9731292825296167	ecoli_colombos	6.0	minimal	som	0.0481496776700848	2.0	0.0927103760318617	0.21851799052834497	0.17745538434382344	2151.1821570396423	hexagonal
22	4.570565316420591	ecoli_colombos	6.0	interconnected	som	0.08590081580398672	2.0	0.08428030454274127	0.2356541494735638	0.22865340276642648	2151.1821570396423	hexagonal
23	4.929230953983159	ecoli_colombos	6.0	strict	som	0.15343164566973802	2.0	0.12331239898641885	0.3204982185455396	0.2743054323905362	2151.1821570396423	hexagonal
24	3.845868011337708	ecoli_colombos	9.0	minimal	som	0.045844627362795834	0.5	0.08996118578000611	0.21609898955342446	0.17022732960941445	3420.2157690525055	rectangular
25	4.204031659904056	ecoli_colombos	9.0	interconnected	som	0.07773288392809796	0.5	0.07689322863938802	0.23154251039540566	0.19931248477603444	3420.2157690525055	rectangular
26	4.189261696654646	ecoli_colombos	9.0	strict	som	0.12534863828777185	0.5	0.1017779552955294	0.292947549023538	0.22349363489319912	3420.2157690525055	rectangular
27	4.207050909225569	ecoli_colombos	9.0	minimal	som	0.04749255926146458	0.5	0.08777521669602335	0.2648378932468776	0.18224331932184465	4064.6681249141693	hexagonal
28	4.1813914305295725	ecoli_colombos	9.0	interconnected	som	0.0728491239667719	0.5	0.07774665850790959	0.23161327350830685	0.19959058241361735	4064.6681249141693	hexagonal
29	5.999810092858421	ecoli_colombos	9.0	strict	som	0.17870933010864457	0.5	0.15906734780706044	0.408770109700026	0.3196146239618511	4064.6681249141693	hexagonal
30	4.075210913257271	ecoli_colombos	9.0	minimal	som	0.04545501894094972	1.0	0.09297084956066692	0.23159630337315693	0.18683788430511172	2762.194391965866	rectangular
31	4.9703565145681745	ecoli_colombos	9.0	interconnected	som	0.09020471962069555	1.0	0.09896264610932134	0.2636077042665795	0.23961344110756783	2762.194391965866	rectangular
32	5.219067671826406	ecoli_colombos	9.0	strict	som	0.16310474649065185	1.0	0.14374775646237253	0.3468069910645564	0.27807852904607744	2762.194391965866	rectangular
33	4.490423126276776	ecoli_colombos	9.0	minimal	som	0.04548000394058663	1.0	0.1018822313095505	0.2712663740901184	0.20869434980309906	4281.313076019287	hexagonal
34	4.238554940560943	ecoli_colombos	9.0	interconnected	som	0.07656315658340235	1.0	0.08207464825930309	0.23204690458963179	0.20029502527931445	4281.313076019287	hexagonal
35	5.703543587558963	ecoli_colombos	9.0	strict	som	0.17184265558158926	1.0	0.14228162189887894	0.3972880853915514	0.3025869220998185	4281.313076019287	hexagonal
36	5.380226806551876	ecoli_colombos	9.0	minimal	som	0.055379872539231385	1.5	0.14047494664756177	0.2602177599059197	0.2915027591651578	2880.66171503067	rectangular
37	5.497948552427837	ecoli_colombos	9.0	interconnected	som	0.09694942592289225	1.5	0.13431327705829432	0.24735492399234868	0.30284238415890635	2880.66171503067	rectangular
38	7.73605121354503	ecoli_colombos	9.0	strict	som	0.25055409144285845	1.5	0.2580449225535952	0.4377235098844768	0.4534683319871498	2880.66171503067	rectangular
39	5.282061356373477	ecoli_colombos	9.0	minimal	som	0.05906265627923527	1.5	0.13699975008598056	0.25612441103866107	0.26978121811357647	3886.465052843094	hexagonal
40	5.89434935948571	ecoli_colombos	9.0	interconnected	som	0.1047455684084673	1.5	0.1423842670540123	0.26479930772110416	0.3253128944173374	3886.465052843094	hexagonal
41	7.1937965207523895	ecoli_colombos	9.0	strict	som	0.2169989534416763	1.5	0.2277960575572659	0.42091139641835495	0.41909264471909596	3886.465052843094	hexagonal
42	5.641404937240405	ecoli_colombos	9.0	minimal	som	0.05688008280179595	2.0	0.15448732686768557	0.2692767004516553	0.3108525880537	3168.156839132309	rectangular
43	5.422138177755236	ecoli_colombos	9.0	interconnected	som	0.10152763008125237	2.0	0.13643786047722264	0.23713035383407485	0.30168339888053297	3168.156839132309	rectangular
44	7.220741796071886	ecoli_colombos	9.0	strict	som	0.23922635541934112	2.0	0.24512148453614202	0.4017235777364749	0.42706100698778243	3168.156839132309	rectangular
45	5.139236438552741	ecoli_colombos	9.0	minimal	som	0.05643706545158143	2.0	0.13548797300456822	0.2388371567182268	0.27716922425559753	4829.884996891022	hexagonal
46	5.776760059806193	ecoli_colombos	9.0	interconnected	som	0.10959707369769565	2.0	0.1476361085741027	0.25642688830366456	0.31321777813133084	4829.884996891022	hexagonal
47	6.796389398431935	ecoli_colombos	9.0	strict	som	0.22288443582977716	2.0	0.22298789703062444	0.3827190244517598	0.4007172553121058	4829.884996891022	hexagonal
48	4.787128874974187	ecoli_colombos	12.0	minimal	som	0.052950465003803016	0.5	0.11218925870692786	0.2530966073318019	0.23289885327688806	3419.99493598938	rectangular
49	5.495849943228614	ecoli_colombos	12.0	interconnected	som	0.09878323491651124	0.5	0.11980174054081602	0.27318894380747	0.27659702433232036	3419.99493598938	rectangular
50	6.950857019711046	ecoli_colombos	12.0	strict	som	0.21193476597887967	0.5	0.21168601558012226	0.43332179916407804	0.3839214695597202	3419.99493598938	rectangular
51	4.229369429102151	ecoli_colombos	12.0	minimal	som	0.04554249458556055	0.5	0.1040582515382226	0.23485548653055865	0.19765845404437943	3678.987807035446	hexagonal
52	5.050723565275961	ecoli_colombos	12.0	interconnected	som	0.0881342757196163	0.5	0.10268753901591826	0.26344352389383036	0.24870327959108948	3678.987807035446	hexagonal
53	5.615973344188188	ecoli_colombos	12.0	strict	som	0.16763353872581033	0.5	0.15033003339737228	0.3586775534711153	0.31470885517748026	3678.987807035446	hexagonal
54	4.784621981923893	ecoli_colombos	12.0	minimal	som	0.04976217871608735	1.0	0.11156391783640109	0.2790521480328685	0.22289251457543693	3839.8934059143066	rectangular
55	5.081143722892377	ecoli_colombos	12.0	interconnected	som	0.09259063472440496	1.0	0.10861328357251117	0.2562488486483744	0.2522595693461458	3839.8934059143066	rectangular
56	6.581932032179912	ecoli_colombos	12.0	strict	som	0.20108267752590686	1.0	0.194527935204799	0.43141013797562866	0.3505822278507971	3839.8934059143066	rectangular
57	5.198937784683406	ecoli_colombos	12.0	minimal	som	0.05970959356098494	1.0	0.12003133464903737	0.29554261877505056	0.23354199585577445	4306.178098917007	hexagonal
58	5.6470237322738175	ecoli_colombos	12.0	interconnected	som	0.09905715164911122	1.0	0.12197304993006479	0.28245012511491013	0.28503675835876213	4306.178098917007	hexagonal
59	6.758955302772516	ecoli_colombos	12.0	strict	som	0.20486141380636194	1.0	0.19993202873572508	0.4286278837787873	0.3706890764438143	4306.178098917007	hexagonal
60	6.34569167858148	ecoli_colombos	12.0	minimal	som	0.06643160845381652	1.5	0.1824585635877405	0.3025742323658463	0.3357560617361439	3076.9620201587677	rectangular
61	6.558552906042011	ecoli_colombos	12.0	interconnected	som	0.11281597698820807	1.5	0.16937985146246012	0.29493918762931004	0.35987632529153657	3076.9620201587677	rectangular
62	8.471726927287342	ecoli_colombos	12.0	strict	som	0.26609820609091966	1.5	0.2911765696306362	0.48602298933054217	0.4898895069030195	3076.9620201587677	rectangular
63	6.234942695513414	ecoli_colombos	12.0	minimal	som	0.06700846866633234	1.5	0.16118773335944525	0.2939562236757056	0.3378179177290347	3046.7058160305023	hexagonal
64	6.368747315734893	ecoli_colombos	12.0	interconnected	som	0.10572355460443279	1.5	0.15308512686381684	0.2940277580220315	0.3481279270666291	3046.7058160305023	hexagonal
65	7.850667642138193	ecoli_colombos	12.0	strict	som	0.2352539419851396	1.5	0.25390576495572026	0.4573979787782801	0.45785479623633274	3046.7058160305023	hexagonal
66	6.2321713263563465	ecoli_colombos	12.0	minimal	som	0.06010163701130464	2.0	0.17722938755844322	0.30078567080929197	0.34766382486660413	2998.5393450260162	rectangular
67	6.261076456152539	ecoli_colombos	12.0	interconnected	som	0.10608703944398326	2.0	0.15983572386756473	0.2870580042185703	0.3381734909983213	2998.5393450260162	rectangular
68	7.969190925703836	ecoli_colombos	12.0	strict	som	0.2371748642315104	2.0	0.2543609333082986	0.47229864725642406	0.45909350560000317	2998.5393450260162	rectangular
69	6.928380578742712	ecoli_colombos	12.0	minimal	som	0.07035156001562459	2.0	0.198211564409246	0.32139686686322355	0.38778329451012294	3406.2689728736877	hexagonal
70	6.652726190908885	ecoli_colombos	12.0	interconnected	som	0.11544724678488348	2.0	0.16965658375012063	0.2947252828599588	0.37185084582111955	3406.2689728736877	hexagonal
71	8.696447921456677	ecoli_colombos	12.0	strict	som	0.27524866013593874	2.0	0.298395744307904	0.48937048205276273	0.5122576881100342	3406.2689728736877	hexagonal
72	4.799532096959528	ecoli_colombos	15.0	minimal	som	0.04439490138588368	0.5	0.11918050622751108	0.25498209361843127	0.26008572821911563	5056.626075029373	rectangular
73	5.018907141532187	ecoli_colombos	15.0	interconnected	som	0.07980504142737914	0.5	0.1126425807567405	0.24419443808484315	0.26651220794005726	5056.626075029373	rectangular
74	6.658303712404605	ecoli_colombos	15.0	strict	som	0.19334300337820445	0.5	0.20230735033251784	0.4158897909134305	0.3714616384921555	5056.626075029373	rectangular
75	5.720747895766527	ecoli_colombos	15.0	minimal	som	0.058311605702942346	0.5	0.15228209919373845	0.2935040907616137	0.2917563638100466	5173.123610019684	hexagonal
76	5.761721774820907	ecoli_colombos	15.0	interconnected	som	0.09477831597470641	0.5	0.13527532079456822	0.27766845736785783	0.30250165643910565	5173.123610019684	hexagonal
77	7.740272223948216	ecoli_colombos	15.0	strict	som	0.2283278228021906	0.5	0.24908484801597264	0.46709002073264605	0.4384121302895899	5173.123610019684	hexagonal
78	6.018826325368329	ecoli_colombos	15.0	minimal	som	0.06531887723550205	1.0	0.1450067730945235	0.3199793544738317	0.2925095487013578	5308.253869056702	rectangular
79	5.842218598604742	ecoli_colombos	15.0	interconnected	som	0.09638933150939577	1.0	0.13582975507592446	0.2859561783169849	0.3020425851453634	5308.253869056702	rectangular
80	7.734921956292502	ecoli_colombos	15.0	strict	som	0.23354582887130307	1.0	0.24698094533425508	0.46860077652405113	0.43488145208662604	5308.253869056702	rectangular
81	5.605961150017923	ecoli_colombos	15.0	minimal	som	0.05362929577192853	1.0	0.14740140169388377	0.28567841662362237	0.30320953681709634	5845.8697299957275	hexagonal
82	5.7593825645867085	ecoli_colombos	15.0	interconnected	som	0.09271278760497331	1.0	0.13469492417309606	0.2688048328132271	0.3160991957299312	5845.8697299957275	hexagonal
83	7.196603591593926	ecoli_colombos	15.0	strict	som	0.2105159657461964	1.0	0.2287508027989426	0.4311043966655385	0.4124043987160227	5845.8697299957275	hexagonal
84	6.5891633162918435	ecoli_colombos	15.0	minimal	som	0.06508481408238795	1.5	0.18294401414241354	0.32417932775160513	0.3552421577631279	5005.094883918762	rectangular
85	6.806532030533905	ecoli_colombos	15.0	interconnected	som	0.10882592024500269	1.5	0.1724782207415895	0.31679873857536106	0.3688713928478051	5005.094883918762	rectangular
86	9.642493257196085	ecoli_colombos	15.0	strict	som	0.28436088219913214	1.5	0.3209147333875558	0.5847525629124767	0.539830029433597	5005.094883918762	rectangular
87	6.335916406547725	ecoli_colombos	15.0	minimal	som	0.06231259326236531	1.5	0.17259119331170844	0.30869964663890076	0.34836982608164513	5759.746793985367	hexagonal
88	6.695611685368302	ecoli_colombos	15.0	interconnected	som	0.1004818025356688	1.5	0.16795607656302758	0.31825424546721737	0.3630502927982813	5759.746793985367	hexagonal
89	8.922725137338036	ecoli_colombos	15.0	strict	som	0.25812602175801425	1.5	0.29339995622814613	0.5384130381780254	0.5054299400785658	5759.746793985367	hexagonal
90	6.200234379996622	ecoli_colombos	15.0	minimal	som	0.05881322247250529	2.0	0.1640121656460341	0.31227287463308884	0.3413768351514507	5261.475803136826	rectangular
91	6.259488736336659	ecoli_colombos	15.0	interconnected	som	0.09446736653060385	2.0	0.14906814476227795	0.30278603276442523	0.3359883811914426	5261.475803136826	rectangular
92	8.65386046241116	ecoli_colombos	15.0	strict	som	0.2502443554577811	2.0	0.27681886612307594	0.5225217859699706	0.4928781008998802	5261.475803136826	rectangular
93	6.4106823334614855	ecoli_colombos	15.0	minimal	som	0.058865616581590514	2.0	0.1774921607052299	0.32133001751251317	0.35993953614825375	5575.832848072052	hexagonal
94	6.353466421795237	ecoli_colombos	15.0	interconnected	som	0.09510951452082773	2.0	0.15562408586158094	0.3044466150449764	0.34347273343572443	5575.832848072052	hexagonal
95	9.061076260833968	ecoli_colombos	15.0	strict	som	0.25808545835329494	2.0	0.28883568036828433	0.5654138471730016	0.5029484257583986	5575.832848072052	hexagonal
96	5.789803862317454	ecoli_colombos	18.0	minimal	som	0.053418222329804706	0.5	0.15141884738540784	0.2977207787017015	0.3201797726714839	6063.677165031433	rectangular
97	5.569803281238112	ecoli_colombos	18.0	interconnected	som	0.08931007162656703	0.5	0.1289727014188086	0.26677157424442327	0.2978684273545229	6063.677165031433	rectangular
98	8.204600618391611	ecoli_colombos	18.0	strict	som	0.24970144715435816	0.5	0.27094171896651664	0.4768058178672973	0.47577533915741843	6063.677165031433	rectangular
99	5.751688565537439	ecoli_colombos	18.0	minimal	som	0.05745766228462157	0.5	0.14475147224428472	0.29798026097395597	0.2995770697212812	6991.239356994629	hexagonal
100	6.223302735221942	ecoli_colombos	18.0	interconnected	som	0.09450268969453766	0.5	0.13954688699658518	0.3051167536165366	0.3330972496437131	6991.239356994629	hexagonal
101	7.799142185589193	ecoli_colombos	18.0	strict	som	0.21166711814078157	0.5	0.23763629655678428	0.4805628385903606	0.4477155836730028	6991.239356994629	hexagonal
102	5.8680771543240136	ecoli_colombos	18.0	minimal	som	0.055027553009138495	1.0	0.14161375739326726	0.30137354251429593	0.3287428942217352	5954.026829957962	rectangular
103	5.401939203610359	ecoli_colombos	18.0	interconnected	som	0.08316440634979658	1.0	0.12551399033720367	0.26239853680302105	0.28822039176537245	5954.026829957962	rectangular
104	7.236684901973272	ecoli_colombos	18.0	strict	som	0.21014951966205334	1.0	0.23176573307166023	0.4404982449556332	0.40853398392762785	5954.026829957962	rectangular
105	6.066821514518941	ecoli_colombos	18.0	minimal	som	0.05617494946574702	1.0	0.15248896490188096	0.31790879330213473	0.33189668860444455	6784.307126998901	hexagonal
106	5.801556035560409	ecoli_colombos	18.0	interconnected	som	0.09120014511268974	1.0	0.13321598684441274	0.2803038501894907	0.3099761469576774	6784.307126998901	hexagonal
107	8.323693392099408	ecoli_colombos	18.0	strict	som	0.24368742403268145	1.0	0.26081245163167566	0.4954241754983299	0.48141282980971745	6784.307126998901	hexagonal
108	6.35763269761246	ecoli_colombos	18.0	minimal	som	0.05517726815774591	1.5	0.17978845228300797	0.33658975066663394	0.3517542649873738	5760.108608007431	rectangular
109	6.345012311069219	ecoli_colombos	18.0	interconnected	som	0.08696997067357641	1.5	0.1503865781149353	0.32850458846761005	0.32898043502560315	5760.108608007431	rectangular
