	F1norm_rprr	MinPts	datasetname	eps	knownmodules	method	precision	recall	recovery	relevance	runningtime
0	0.0	1.0	ecoli_colombos	0.05	strict	dbscan	0.0	0.0	0.0	0.0	28.80419898033142
1	0.0	1.0	ecoli_colombos	0.05	minimal	dbscan	0.0	0.0	0.0	0.0	28.80419898033142
2	0.0	1.0	ecoli_colombos	0.05	interconnected	dbscan	0.0	0.0	0.0	0.0	28.80419898033142
3	0.0	1.0	ecoli_colombos	0.1	strict	dbscan	0.0	0.0	0.0	0.0	33.09886598587036
4	0.0	1.0	ecoli_colombos	0.1	minimal	dbscan	0.0	0.0	0.0	0.0	33.09886598587036
5	0.0	1.0	ecoli_colombos	0.1	interconnected	dbscan	0.0	0.0	0.0	0.0	33.09886598587036
6	0.6800310317080496	1.0	ecoli_colombos	0.15000000000000002	strict	dbscan	0.00863034833388131	0.013909171368514215	0.43719806763285024	0.02724725693833245	38.38499188423157
7	0.055124591224398556	1.0	ecoli_colombos	0.15000000000000002	minimal	dbscan	0.00014638121278684666	0.004780794741862595	0.28361363845234816	0.02033217589797543	38.38499188423157
8	0.20601930763827522	1.0	ecoli_colombos	0.15000000000000002	interconnected	dbscan	0.0008802308802308801	0.0036331569664902995	0.18055555555555555	0.010502645502645503	38.38499188423157
9	2.069750736262519	1.0	ecoli_colombos	0.2	strict	dbscan	0.03308870348352353	0.04349159594139681	0.6733523119392685	0.08085309029984719	35.89945983886719
10	1.6400701082062412	1.0	ecoli_colombos	0.2	minimal	dbscan	0.009131433801862805	0.0256973503775506	0.37416730670762927	0.08521887394168969	35.89945983886719
11	1.54346580452916	1.0	ecoli_colombos	0.2	interconnected	dbscan	0.011733500931679094	0.020840944402452342	0.45453042328042326	0.059345867737430884	35.89945983886719
12	3.999660053568969	1.0	ecoli_colombos	0.25	strict	dbscan	0.07716018918194527	0.10199225927113414	0.6025320349078113	0.16403315098131152	36.312938928604126
13	2.160636304776321	1.0	ecoli_colombos	0.25	minimal	dbscan	0.013494040812298803	0.03841456863299174	0.3271216978374918	0.1033441212132755	36.312938928604126
14	2.4692003112016687	1.0	ecoli_colombos	0.25	interconnected	dbscan	0.020181889895156933	0.040943718757344205	0.34589858670741025	0.10037981703321226	36.312938928604126
15	5.911420260415418	1.0	ecoli_colombos	0.3	strict	dbscan	0.1317765388178755	0.15789815618055827	0.6786474351590788	0.2527609031267256	35.60715413093567
16	3.1683094091958184	1.0	ecoli_colombos	0.3	minimal	dbscan	0.026292354904184953	0.057692266886343074	0.33643578868504903	0.13220049339768616	35.60715413093567
17	4.0927467480521305	1.0	ecoli_colombos	0.3	interconnected	dbscan	0.040670570787826855	0.06919459191845084	0.38647056263110335	0.17436426781116005	35.60715413093567
18	6.266389737811861	1.0	ecoli_colombos	0.35000000000000003	strict	dbscan	0.14699721957894735	0.169961478379812	0.6307712781545886	0.2784143133985798	36.916332960128784
19	3.4922620851138335	1.0	ecoli_colombos	0.35000000000000003	minimal	dbscan	0.029392824460227264	0.07193577425279202	0.3414447053213154	0.14363713582668225	36.916332960128784
20	4.333246465460789	1.0	ecoli_colombos	0.35000000000000003	interconnected	dbscan	0.04850846160270115	0.07489791431335575	0.3704405232234631	0.18326588522169782	36.916332960128784
21	5.404889350184211	1.0	ecoli_colombos	0.4	strict	dbscan	0.1199075004582966	0.13122567626244797	0.5902840905671899	0.24072028591069677	37.21202993392944
22	3.997708300747106	1.0	ecoli_colombos	0.4	minimal	dbscan	0.04492842343795662	0.07994938140243571	0.37376800875786637	0.1432279585239085	37.21202993392944
23	4.5511397006559	1.0	ecoli_colombos	0.4	interconnected	dbscan	0.05463268223317245	0.07666675797033973	0.4029775995912638	0.18571029394492877	37.21202993392944
24	4.543890915728304	1.0	ecoli_colombos	0.45	strict	dbscan	0.09696649539313387	0.09915872241839811	0.6139909316074655	0.1940250180513981	38.908915996551514
25	3.4929805795106907	1.0	ecoli_colombos	0.45	minimal	dbscan	0.04496159851136675	0.057458561934685806	0.4057379999577527	0.1161843908567835	38.908915996551514
26	3.9367871553004226	1.0	ecoli_colombos	0.45	interconnected	dbscan	0.05408900642331761	0.058316467410951846	0.39194018912418616	0.15143789361687457	38.908915996551514
27	4.2354288153696125	1.0	ecoli_colombos	0.5	strict	dbscan	0.09008911097594964	0.08736546925584703	0.7204149587366682	0.17220276009063637	37.31397008895874
28	3.2116516772988284	1.0	ecoli_colombos	0.5	minimal	dbscan	0.05556556035433031	0.04965736362868156	0.4574666821611387	0.09462219610867864	37.31397008895874
29	3.279980530016045	1.0	ecoli_colombos	0.5	interconnected	dbscan	0.04939815784314042	0.04459565870145775	0.46874850580317623	0.1128108094804185	37.31397008895874
30	3.4007658433052463	1.0	ecoli_colombos	0.55	strict	dbscan	0.07912038670161166	0.06151943462263605	0.642340487412757	0.13690787776278535	35.91790318489075
31	4.031082480527348	1.0	ecoli_colombos	0.55	minimal	dbscan	0.0700097169741696	0.053482819346235784	0.5015979468324192	0.12827997977140046	35.91790318489075
32	3.5143353048783417	1.0	ecoli_colombos	0.55	interconnected	dbscan	0.06487161957306153	0.04807428313277991	0.46817737976866725	0.11772158447116307	35.91790318489075
33	1.4336397668516967	1.0	ecoli_colombos	0.6000000000000001	strict	dbscan	0.04054367077950411	0.019721618206287143	0.4922733516483516	0.05510321461893915	31.053947925567627
34	1.9366262131192877	1.0	ecoli_colombos	0.6000000000000001	minimal	dbscan	0.05810367817851582	0.02452545135872021	0.4261396374493926	0.05114053878153807	31.053947925567627
35	1.408818244157858	1.0	ecoli_colombos	0.6000000000000001	interconnected	dbscan	0.04024171255894592	0.011452762690219002	0.2929302511484832	0.04787773426058802	31.053947925567627
36	0.0	2.0	ecoli_colombos	0.05	strict	dbscan	0.0	0.0	0.0	0.0	33.772894859313965
37	0.0	2.0	ecoli_colombos	0.05	minimal	dbscan	0.0	0.0	0.0	0.0	33.772894859313965
38	0.0	2.0	ecoli_colombos	0.05	interconnected	dbscan	0.0	0.0	0.0	0.0	33.772894859313965
39	0.0	2.0	ecoli_colombos	0.1	strict	dbscan	0.0	0.0	0.0	0.0	37.879157066345215
40	0.0	2.0	ecoli_colombos	0.1	minimal	dbscan	0.0	0.0	0.0	0.0	37.879157066345215
41	0.0	2.0	ecoli_colombos	0.1	interconnected	dbscan	0.0	0.0	0.0	0.0	37.879157066345215
42	0.6800310317080496	2.0	ecoli_colombos	0.15000000000000002	strict	dbscan	0.00863034833388131	0.013909171368514215	0.43719806763285024	0.02724725693833245	33.97391200065613
43	0.055124591224398556	2.0	ecoli_colombos	0.15000000000000002	minimal	dbscan	0.00014638121278684666	0.004780794741862595	0.28361363845234816	0.02033217589797543	33.97391200065613
44	0.20601930763827522	2.0	ecoli_colombos	0.15000000000000002	interconnected	dbscan	0.0008802308802308801	0.0036331569664902995	0.18055555555555555	0.010502645502645503	33.97391200065613
45	2.069750736262519	2.0	ecoli_colombos	0.2	strict	dbscan	0.03308870348352353	0.04349159594139681	0.6733523119392685	0.08085309029984719	37.050938844680786
46	1.6400701082062412	2.0	ecoli_colombos	0.2	minimal	dbscan	0.009131433801862805	0.0256973503775506	0.37416730670762927	0.08521887394168969	37.050938844680786
47	1.54346580452916	2.0	ecoli_colombos	0.2	interconnected	dbscan	0.011733500931679094	0.020840944402452342	0.45453042328042326	0.059345867737430884	37.050938844680786
48	3.999660053568969	2.0	ecoli_colombos	0.25	strict	dbscan	0.07716018918194527	0.10199225927113414	0.6025320349078113	0.16403315098131152	32.64400291442871
49	2.160636304776321	2.0	ecoli_colombos	0.25	minimal	dbscan	0.013494040812298803	0.03841456863299174	0.3271216978374918	0.1033441212132755	32.64400291442871
50	2.4692003112016687	2.0	ecoli_colombos	0.25	interconnected	dbscan	0.020181889895156933	0.040943718757344205	0.34589858670741025	0.10037981703321226	32.64400291442871
51	5.911420260415418	2.0	ecoli_colombos	0.3	strict	dbscan	0.1317765388178755	0.15789815618055827	0.6786474351590788	0.2527609031267256	37.355934858322144
52	3.1683094091958184	2.0	ecoli_colombos	0.3	minimal	dbscan	0.026292354904184953	0.057692266886343074	0.33643578868504903	0.13220049339768616	37.355934858322144
53	4.0927467480521305	2.0	ecoli_colombos	0.3	interconnected	dbscan	0.040670570787826855	0.06919459191845084	0.38647056263110335	0.17436426781116005	37.355934858322144
54	6.266389737811861	2.0	ecoli_colombos	0.35000000000000003	strict	dbscan	0.14699721957894735	0.169961478379812	0.6307712781545886	0.2784143133985798	34.607017040252686
55	3.4922620851138335	2.0	ecoli_colombos	0.35000000000000003	minimal	dbscan	0.029392824460227264	0.07193577425279202	0.3414447053213154	0.14363713582668225	34.607017040252686
56	4.333246465460789	2.0	ecoli_colombos	0.35000000000000003	interconnected	dbscan	0.04850846160270115	0.07489791431335575	0.3704405232234631	0.18326588522169782	34.607017040252686
57	5.404889350184211	2.0	ecoli_colombos	0.4	strict	dbscan	0.1199075004582966	0.13122567626244797	0.5902840905671899	0.24072028591069677	37.417263984680176
58	3.997708300747106	2.0	ecoli_colombos	0.4	minimal	dbscan	0.04492842343795662	0.07994938140243571	0.37376800875786637	0.1432279585239085	37.417263984680176
59	4.5511397006559	2.0	ecoli_colombos	0.4	interconnected	dbscan	0.05463268223317245	0.07666675797033973	0.4029775995912638	0.18571029394492877	37.417263984680176
60	4.543890915728304	2.0	ecoli_colombos	0.45	strict	dbscan	0.09696649539313387	0.09915872241839811	0.6139909316074655	0.1940250180513981	37.644471168518066
61	3.4929805795106907	2.0	ecoli_colombos	0.45	minimal	dbscan	0.04496159851136675	0.057458561934685806	0.4057379999577527	0.1161843908567835	37.644471168518066
62	3.9367871553004226	2.0	ecoli_colombos	0.45	interconnected	dbscan	0.05408900642331761	0.058316467410951846	0.39194018912418616	0.15143789361687457	37.644471168518066
