	F1norm_rprr	datasetname	k	knownmodules	method	perccutoff	precision	recall	recovery	relevance	runningtime
822	2.397231315293956	yeast_gpl2529	550.0	strict	ica_percentage	0.02	0.223385575611419	0.03285983643481576	0.11793920652088961	0.29911121731063317	2286.9940609931946
823	2.6733937417977134	yeast_gpl2529	550.0	minimal	ica_percentage	0.02	0.2087825369218139	0.037071071130510454	0.09339838370840563	0.2831089816302474	2286.9940609931946
824	2.536330142928839	yeast_gpl2529	550.0	interconnected	ica_percentage	0.02	0.21032508074662187	0.026920226157248865	0.10037075870642372	0.3045588926864529	2286.9940609931946
825	2.959270511715658	yeast_gpl2529	550.0	strict	ica_percentage	0.01	0.13351683971023237	0.06965296635052319	0.13960005695977196	0.30431030957346744	2592.105355978012
826	2.987120676511387	yeast_gpl2529	550.0	minimal	ica_percentage	0.01	0.11394710164213316	0.07203358289861192	0.09922419669486239	0.29682604710602245	2592.105355978012
827	2.937175076190523	yeast_gpl2529	550.0	interconnected	ica_percentage	0.01	0.11693100126589269	0.05350876267889747	0.10907983506879182	0.30389870258488366	2592.105355978012
828	2.8927424233444983	yeast_gpl2529	550.0	strict	ica_percentage	0.005	0.054391947099531636	0.06872471676931044	0.2205120354280018	0.212015823587031	2475.606692790985
829	2.9240510039119716	yeast_gpl2529	550.0	minimal	ica_percentage	0.005	0.041791115345250034	0.07037236639253432	0.12857099825212998	0.24164527363653568	2475.606692790985
830	2.9939419693424942	yeast_gpl2529	550.0	interconnected	ica_percentage	0.005	0.045688774022090824	0.0578193694623752	0.15054819456313923	0.24024552184463455	2475.606692790985
831	0.5627661258286999	yeast_gpl2529	550.0	strict	ica_percentage	0.002	0.005729870381947245	0.013823040744624595	0.3007305194805195	0.029680735930735933	2638.3596119880676
832	1.0383784163023786	yeast_gpl2529	550.0	minimal	ica_percentage	0.002	0.005137715376583574	0.02089718499220851	0.23202988635080515	0.07792881788092001	2638.3596119880676
833	0.838195911887737	yeast_gpl2529	550.0	interconnected	ica_percentage	0.002	0.005273639889112428	0.01490931006843183	0.23317804677453802	0.047568285117804074	2638.3596119880676
834	0.0	yeast_gpl2529	550.0	strict	ica_percentage	0.001	0.0	0.0	0.0	0.0	2603.0623779296875
835	0.0	yeast_gpl2529	550.0	minimal	ica_percentage	0.001	0.0	0.0	0.0	0.0	2603.0623779296875
836	0.0	yeast_gpl2529	550.0	interconnected	ica_percentage	0.001	0.0	0.0	0.0	0.0	2603.0623779296875
837	0.0	yeast_gpl2529	550.0	strict	ica_percentage	0.0005	0.0	0.0	0.0	0.0	2593.0154280662537
838	0.0	yeast_gpl2529	550.0	minimal	ica_percentage	0.0005	0.0	0.0	0.0	0.0	2593.0154280662537
839	0.0	yeast_gpl2529	550.0	interconnected	ica_percentage	0.0005	0.0	0.0	0.0	0.0	2593.0154280662537
840	0.1431166758283307	yeast_gpl2529	600.0	strict	ica_percentage	0.1	0.18122210484392975	0.0005227932754209626	0.09322419098340252	0.15857852401601907	2909.2016060352325
841	0.3314398772112499	yeast_gpl2529	600.0	minimal	ica_percentage	0.1	0.19459845141233853	0.0009477974291894134	0.09438076295813264	0.15698121988186228	2909.2016060352325
842	0.1916834891176488	yeast_gpl2529	600.0	interconnected	ica_percentage	0.1	0.18029922087396905	0.0005168511027824521	0.08914337637651454	0.1626184875831519	2909.2016060352325
843	0.7323467906807308	yeast_gpl2529	600.0	strict	ica_percentage	0.05	0.23391599156113443	0.0034304517120455026	0.10431140201997431	0.22335762811578894	2844.0443370342255
844	1.2053441928816948	yeast_gpl2529	600.0	minimal	ica_percentage	0.05	0.2427409988082266	0.005019197761862049	0.09230182045585919	0.21898166334663788	2844.0443370342255
845	0.897690612343971	yeast_gpl2529	600.0	interconnected	ica_percentage	0.05	0.22998232270420485	0.0032177560488023914	0.0949357813326282	0.2233382367122946	2844.0443370342255
846	2.385954803681237	yeast_gpl2529	600.0	strict	ica_percentage	0.02	0.23378396877744204	0.031432256936250416	0.1174585847565128	0.3099533988418763	2482.439479112625
847	2.6516505490427784	yeast_gpl2529	600.0	minimal	ica_percentage	0.02	0.2117258069777734	0.03432728024915691	0.09344006477691157	0.29145739877865234	2482.439479112625
848	2.5077334444460457	yeast_gpl2529	600.0	interconnected	ica_percentage	0.02	0.21484483074405042	0.026184964849129796	0.09903793615434726	0.30794340736705084	2482.439479112625
849	2.8761342006666335	yeast_gpl2529	600.0	strict	ica_percentage	0.01	0.14113958312156105	0.06358482268897908	0.13425927578297403	0.306941939639308	2568.2278940677643
850	2.943416791265204	yeast_gpl2529	600.0	minimal	ica_percentage	0.01	0.11541883049795262	0.06658206368270835	0.09825378407952066	0.2953995991379801	2568.2278940677643
851	2.891254837704701	yeast_gpl2529	600.0	interconnected	ica_percentage	0.01	0.11859318906982226	0.05030362820093247	0.10819986106487539	0.29929873450828726	2568.2278940677643
852	2.643322975863287	yeast_gpl2529	600.0	strict	ica_percentage	0.005	0.052125979515613034	0.06297280569062405	0.17903850840283478	0.21402864851007264	2161.386512041092
853	2.838660827546607	yeast_gpl2529	600.0	minimal	ica_percentage	0.005	0.04132589782868093	0.06858228791835429	0.12393760816780854	0.23432484221979863	2161.386512041092
854	2.757798796934979	yeast_gpl2529	600.0	interconnected	ica_percentage	0.005	0.043518850798027274	0.052744041018026204	0.13524859985908713	0.2270493432404337	2161.386512041092
855	0.542679685206216	yeast_gpl2529	600.0	strict	ica_percentage	0.002	0.005246473807170489	0.01247944171080817	0.2814290488922842	0.030455929729185545	2412.6464791297913
856	0.758437901271211	yeast_gpl2529	600.0	minimal	ica_percentage	0.002	0.003261997160305091	0.01702992666844576	0.16918623828728882	0.07398565934301579	2412.6464791297913
857	0.46430187293795944	yeast_gpl2529	600.0	interconnected	ica_percentage	0.002	0.002403532793225214	0.008739652825835545	0.18548465180044124	0.030612759560127982	2412.6464791297913
858	0.0	yeast_gpl2529	600.0	strict	ica_percentage	0.001	0.0	0.0	0.0	0.0	2368.5434470176697
859	0.0	yeast_gpl2529	600.0	minimal	ica_percentage	0.001	0.0	0.0	0.0	0.0	2368.5434470176697
860	0.0	yeast_gpl2529	600.0	interconnected	ica_percentage	0.001	0.0	0.0	0.0	0.0	2368.5434470176697
861	0.0	yeast_gpl2529	600.0	strict	ica_percentage	0.0005	0.0	0.0	0.0	0.0	2400.6620490550995
862	0.0	yeast_gpl2529	600.0	minimal	ica_percentage	0.0005	0.0	0.0	0.0	0.0	2400.6620490550995
863	0.0	yeast_gpl2529	600.0	interconnected	ica_percentage	0.0005	0.0	0.0	0.0	0.0	2400.6620490550995
864	1.1872689183533673	yeast_dream5	50.0	strict	ica_percentage	0.1	0.10425431235729063	0.005608921564585507	0.09097634584952737	0.10506387909587454	12.535904884338379
865	2.243948975065479	yeast_dream5	50.0	minimal	ica_percentage	0.1	0.11815189408434859	0.011748746709313673	0.1011590241572549	0.10223290069285015	12.535904884338379
866	1.2840709831530344	yeast_dream5	50.0	interconnected	ica_percentage	0.1	0.09117319652547666	0.0038815737673545156	0.08157139223943194	0.08855343485954419	12.535904884338379
867	1.9962197308375926	yeast_dream5	50.0	strict	ica_percentage	0.05	0.08238757246136515	0.015473654366044585	0.10913857956882986	0.14622356533830833	16.6004159450531
868	3.0373970797921186	yeast_dream5	50.0	minimal	ica_percentage	0.05	0.08091167294280388	0.030527746979443406	0.1085151699321417	0.12988871451419573	16.6004159450531
