	F1norm_rprr	cutoff	datasetname	k	knownmodules	m	method	precision	recall	recovery	relevance	runningtime
1813	0.0	0.1	yeast_dream5	225.0	interconnected	1.01	cmeans	0.0	0.0	0.0	0.0	457.64037799835205
1814	0.0	0.1	yeast_dream5	225.0	strict	1.01	cmeans	0.0	0.0	0.0	0.0	457.64037799835205
1815	0.0	0.1	yeast_dream5	225.0	minimal	1.02	cmeans	0.0	0.0	0.0	0.0	469.61742401123047
1816	0.0	0.1	yeast_dream5	225.0	interconnected	1.02	cmeans	0.0	0.0	0.0	0.0	469.61742401123047
1817	0.0	0.1	yeast_dream5	225.0	strict	1.02	cmeans	0.0	0.0	0.0	0.0	469.61742401123047
1818	2.1336057820759735	0.1	yeast_dream5	225.0	minimal	1.05	cmeans	0.00967536728527069	0.04414184024367681	0.09599743083468397	0.13242993235391945	501.38585901260376
1819	2.245803183251195	0.1	yeast_dream5	225.0	interconnected	1.05	cmeans	0.014844532795179895	0.028492403527905597	0.10231551130201287	0.1252244173348055	501.38585901260376
1820	1.933666873156295	0.1	yeast_dream5	225.0	strict	1.05	cmeans	0.01768179916216515	0.030978321022582113	0.13133594145795727	0.12714832751184693	501.38585901260376
1821	2.0475497688051068	0.1	yeast_dream5	225.0	minimal	1.1	cmeans	0.009555188778533416	0.04085717237528194	0.08983202308460307	0.12809900496256282	626.1492209434509
1822	2.1343145696083905	0.1	yeast_dream5	225.0	interconnected	1.1	cmeans	0.014618885642751463	0.025246729483477736	0.09520760942199782	0.12244042180850144	626.1492209434509
1823	1.8611349890419684	0.1	yeast_dream5	225.0	strict	1.1	cmeans	0.016970405237361694	0.026749222204473695	0.12072861719192574	0.13582587903168586	626.1492209434509
1824	0.0	0.1	yeast_dream5	275.0	minimal	1.01	cmeans	0.0	0.0	0.0	0.0	583.882826089859
1825	0.0	0.1	yeast_dream5	275.0	interconnected	1.01	cmeans	0.0	0.0	0.0	0.0	583.882826089859
1826	0.0	0.1	yeast_dream5	275.0	strict	1.01	cmeans	0.0	0.0	0.0	0.0	583.882826089859
1827	0.0	0.1	yeast_dream5	275.0	minimal	1.02	cmeans	0.0	0.0	0.0	0.0	600.710620880127
1828	0.0	0.1	yeast_dream5	275.0	interconnected	1.02	cmeans	0.0	0.0	0.0	0.0	600.710620880127
