	F1norm_rprr	datasetname	k	knownmodules	method	precision	recall	recovery	relevance	runningtime
58	3.6554522426402682	ecoli_dream5	200.0	minimal	divisive	0.0275635599715256	0.07612119657636934	0.20271954324126384	0.21749168567829097	52.8041570186615
59	4.061547499407823	ecoli_dream5	200.0	interconnected	divisive	0.05055709865364956	0.05789751981480064	0.21622251827762082	0.21386602988318207	52.8041570186615
60	4.978753777034458	ecoli_dream5	225.0	strict	divisive	0.11131761467412989	0.10111466317314119	0.35085538695309226	0.27644061876095033	52.83881092071533
61	3.6687605581500287	ecoli_dream5	225.0	minimal	divisive	0.027330816808687913	0.07883680440981027	0.2031689293024236	0.21885706217927473	52.83881092071533
62	4.006299089436496	ecoli_dream5	225.0	interconnected	divisive	0.048948200229068255	0.05739919977901944	0.21500059019796902	0.21055014046352893	52.83881092071533
63	5.030657339868023	ecoli_dream5	250.0	strict	divisive	0.11103979994519858	0.10142723155578952	0.3608309741389564	0.27715376496692246	53.16590905189514
64	3.6519594459845615	ecoli_dream5	250.0	minimal	divisive	0.027204999214138794	0.07655277717219483	0.20360015071759316	0.21840394263370438	53.16590905189514
65	4.022404048836569	ecoli_dream5	250.0	interconnected	divisive	0.04892702125541019	0.057377672699558686	0.2156424004371823	0.21234543125262775	53.16590905189514
66	4.9834154577475	ecoli_dream5	275.0	strict	divisive	0.1087270653100542	0.0994403965257693	0.3638289149608599	0.2726710788397318	52.972360134124756
67	3.7098324429287177	ecoli_dream5	275.0	minimal	divisive	0.027015705714330047	0.07745036562364235	0.21190976029841316	0.22220950098515824	52.972360134124756
68	3.998739884277451	ecoli_dream5	275.0	interconnected	divisive	0.04816859599080226	0.05638445502195153	0.21624653347875852	0.2110637447181626	52.972360134124756
69	5.451746599717084	ecoli_dream5	300.0	strict	divisive	0.11973985602051952	0.11576127952604133	0.39035259223975144	0.29650481615087	52.80865001678467
70	3.76685432986688	ecoli_dream5	300.0	minimal	divisive	0.02636663873903076	0.08049660512735383	0.22146007472549778	0.2272653597005034	52.80865001678467
71	4.064729791376786	ecoli_dream5	300.0	interconnected	divisive	0.04845044989447167	0.05838582938598424	0.22072834067316163	0.21322062877391149	52.80865001678467
72	1.7318314750315866	yeast_gpl2529	25.0	strict	divisive	0.0359963249703979	0.027189041562864728	0.15487227387633892	0.12985667846499988	241.22406196594238
73	2.19276893772297	yeast_gpl2529	25.0	minimal	divisive	0.02852631043465006	0.03884207763624159	0.14507688213871409	0.12840348731733364	241.22406196594238
74	2.0651587990630142	yeast_gpl2529	25.0	interconnected	divisive	0.03139506371055443	0.0273151394040476	0.14661183664276622	0.13304160871866963	241.22406196594238
75	1.860703056085839	yeast_gpl2529	50.0	strict	divisive	0.03524854717220088	0.032624070325106586	0.15889998511814582	0.1422774013691302	238.59022998809814
76	2.32901573658594	yeast_gpl2529	50.0	minimal	divisive	0.02711314275078408	0.04458757277372748	0.15126701095247339	0.14366669780898053	238.59022998809814
77	2.1158322906154905	yeast_gpl2529	50.0	interconnected	divisive	0.029047789432397764	0.03128571069309277	0.14438174441441912	0.1405042452765578	238.59022998809814
78	1.9168946845766617	yeast_gpl2529	75.0	strict	divisive	0.035888214124182395	0.03402920265598974	0.16440657336273715	0.14589276274997146	237.62323117256165
79	2.3471829209688346	yeast_gpl2529	75.0	minimal	divisive	0.026635911030209312	0.04594587115941013	0.153417364847617	0.1450790348583822	237.62323117256165
80	2.1155485682651944	yeast_gpl2529	75.0	interconnected	divisive	0.02855717806710956	0.031859939251309664	0.1460330947587919	0.13895048610187835	237.62323117256165
81	2.1612873174267553	yeast_gpl2529	100.0	strict	divisive	0.041502384566489706	0.04522683359555571	0.17776049929941262	0.15458770310099854	236.8064568042755
82	2.5681555943439536	yeast_gpl2529	100.0	minimal	divisive	0.029268026413344812	0.05887343149633392	0.16029500624763846	0.15649204712610432	236.8064568042755
83	2.384949826225663	yeast_gpl2529	100.0	interconnected	divisive	0.032802885941805054	0.042936507712566775	0.1566990105893929	0.1501321789039654	236.8064568042755
84	2.1872486850944712	yeast_gpl2529	125.0	strict	divisive	0.041422587062687526	0.046729598559803666	0.18026281076227474	0.1557851752195233	242.61878085136414
85	2.6678412491349213	yeast_gpl2529	125.0	minimal	divisive	0.029781038132932026	0.06317688445411752	0.1659324438292786	0.16366181868272908	242.61878085136414
86	2.4172956190801065	yeast_gpl2529	125.0	interconnected	divisive	0.032576140351269704	0.04493785053647889	0.1615894556108477	0.14944156859912625	242.61878085136414
87	2.0622958268059643	yeast_gpl2529	150.0	strict	divisive	0.036020931573690525	0.042364645014642224	0.17252822275588053	0.15433877627289486	189.09206104278564
88	2.561117854737256	yeast_gpl2529	150.0	minimal	divisive	0.02752071805099843	0.06196361242831331	0.15719119298397657	0.16238355516217798	189.09206104278564
89	2.310359775688939	yeast_gpl2529	150.0	interconnected	divisive	0.029330372576836464	0.042024658514754544	0.15608312818134246	0.14736295865522922	189.09206104278564
90	2.122519401345837	yeast_gpl2529	175.0	strict	divisive	0.03667097649563371	0.04557900252354717	0.17692749285119216	0.15698706783096084	235.83492708206177
91	2.5851019008101535	yeast_gpl2529	175.0	minimal	divisive	0.027581339355827763	0.0654966462327526	0.15576403664234456	0.16555467852780933	235.83492708206177
92	2.354031129692419	yeast_gpl2529	175.0	interconnected	divisive	0.02969334179204797	0.04507871370621206	0.15547888275441255	0.15094112221948866	235.83492708206177
93	2.0647960016907327	yeast_gpl2529	200.0	strict	divisive	0.033292928050359154	0.04392283181404598	0.17968190977245654	0.15404933921654854	241.54312920570374
94	2.4346653630552573	yeast_gpl2529	200.0	minimal	divisive	0.023407769580033006	0.05905817929031171	0.15626609301512967	0.1605172360469622	241.54312920570374
95	2.2306226782541305	yeast_gpl2529	200.0	interconnected	divisive	0.025211190919227588	0.0416004897820151	0.1552399781405079	0.14713271354996887	241.54312920570374
96	2.0286750279401096	yeast_gpl2529	225.0	strict	divisive	0.030898792419704342	0.04278411545793833	0.1791549005497952	0.15578450563824742	191.1903600692749
97	2.4015003586017074	yeast_gpl2529	225.0	minimal	divisive	0.022364004271373507	0.059097202935593646	0.15460065061031342	0.16143102432917153	191.1903600692749
98	2.179760321950064	yeast_gpl2529	225.0	interconnected	divisive	0.02349555102070517	0.040909565414432573	0.15340015130068105	0.146595596346185	191.1903600692749
99	1.9795088489287402	yeast_gpl2529	250.0	strict	divisive	0.028989285146444527	0.04117727688016652	0.17781552664901737	0.15504249580732712	238.49002289772034
100	2.3889611454534143	yeast_gpl2529	250.0	minimal	divisive	0.022047527302860765	0.05911730898314127	0.15289762553752484	0.1625737525280311	238.49002289772034
101	2.1830512941605393	yeast_gpl2529	250.0	interconnected	divisive	0.02286184015211029	0.04061040896045406	0.15828349057855418	0.14627942503204003	238.49002289772034
102	1.9870831785766154	yeast_gpl2529	275.0	strict	divisive	0.028488818983759257	0.04133382477453724	0.18855223819013062	0.15097166754145244	191.00881505012512
103	2.4062888541873786	yeast_gpl2529	275.0	minimal	divisive	0.02185741873219701	0.0589711741646682	0.15644374156267565	0.16392424265724495	191.00881505012512
104	2.170090647550389	yeast_gpl2529	275.0	interconnected	divisive	0.02218206074169743	0.039785240524926255	0.16440633363379342	0.14314547497780009	191.00881505012512
105	1.9545244588202393	yeast_gpl2529	300.0	strict	divisive	0.02757243584089482	0.04039816623018304	0.19004149229190537	0.14784985471375725	179.03826212882996
106	2.3904704518527535	yeast_gpl2529	300.0	minimal	divisive	0.021625533280351848	0.058453795949863184	0.15795290022430075	0.1608570337204708	179.03826212882996
107	2.174934661063234	yeast_gpl2529	300.0	interconnected	divisive	0.02219606250497033	0.039828625225745366	0.1647726340000938	0.14370170886736733	179.03826212882996
108	1.4532717434452134	yeast_dream5	25.0	strict	divisive	0.020547273935235456	0.012703842741932377	0.11234974225329082	0.09349228048454795	141.76789021492004
109	1.9298955709931414	yeast_dream5	25.0	minimal	divisive	0.01382787805815591	0.02046944264223722	0.10826986615735523	0.08051840821110046	141.76789021492004
110	1.6279852185592882	yeast_dream5	25.0	interconnected	divisive	0.016135139734733503	0.00951860706516669	0.10217746160830084	0.07966560336770931	141.76789021492004
111	1.6292750378046283	yeast_dream5	50.0	strict	divisive	0.01902066666099006	0.01663113425516693	0.11825560131858023	0.10960437393744475	142.4427309036255
112	1.8593561053249956	yeast_dream5	50.0	minimal	divisive	0.011406452887201091	0.023149946491900785	0.0939005827101033	0.08830480066439189	142.4427309036255
113	1.7238560794351165	yeast_dream5	50.0	interconnected	divisive	0.014170554739236082	0.01177999364112265	0.09382724983331209	0.09405908527962684	142.4427309036255
114	1.6956294361925446	yeast_dream5	75.0	strict	divisive	0.01858933119512413	0.01908580818962151	0.12020669692056511	0.11361394742731208	142.6546471118927
115	1.9250724505399663	yeast_dream5	75.0	minimal	divisive	0.011135342858227386	0.02575162810439068	0.09291477432013948	0.09765340112531606	142.6546471118927
116	1.795676221330153	yeast_dream5	75.0	interconnected	divisive	0.013648184650998941	0.013199081147138346	0.09610564666253096	0.09950167522157445	142.6546471118927
117	1.6499216266022667	yeast_dream5	100.0	strict	divisive	0.01640488523449568	0.01854847493501064	0.12371089059753701	0.1125122733660053	141.84300589561462
118	1.871428515547209	yeast_dream5	100.0	minimal	divisive	0.010290740649806595	0.02511757496789056	0.09095017564428658	0.09854004764253703	141.84300589561462
119	1.7994436174867432	yeast_dream5	100.0	interconnected	divisive	0.012618031023164965	0.01381978940147179	0.09698168699842384	0.1014415925577112	141.84300589561462
120	1.5967797871106377	yeast_dream5	125.0	strict	divisive	0.015216211465133352	0.018044660038795263	0.12073107056295627	0.11126579071324383	141.8144428730011
121	1.8456073513631648	yeast_dream5	125.0	minimal	divisive	0.010167905987549379	0.025804389546335082	0.08746157847804682	0.09819164888197826	141.8144428730011
122	1.8198289254706261	yeast_dream5	125.0	interconnected	divisive	0.012467359786077043	0.014580311423012563	0.09607038200266746	0.10386181064135608	141.8144428730011
123	1.5565092543200565	yeast_dream5	150.0	strict	divisive	0.014383652527841984	0.01723860589113822	0.11961708310613098	0.11107889255511488	142.81614303588867
124	1.8750331619566036	yeast_dream5	150.0	minimal	divisive	0.009912983794101776	0.02714342205977702	0.08967128766295078	0.1014937290594672	142.81614303588867
125	1.805413804770959	yeast_dream5	150.0	interconnected	divisive	0.012140254047183491	0.014543488153808138	0.09631012887815929	0.10290679545529728	142.81614303588867
126	1.5197710526231882	yeast_dream5	175.0	strict	divisive	0.013757236979680947	0.01654573338937436	0.12071720337447622	0.10839480894334438	142.10741901397705
127	1.8753233101173008	yeast_dream5	175.0	minimal	divisive	0.009797255215624493	0.027059360051107588	0.08930302463657698	0.1033899336680512	142.10741901397705
128	1.7626238591671544	yeast_dream5	175.0	interconnected	divisive	0.011565330181149178	0.01433243079307555	0.09473848290060587	0.1008858365378099	142.10741901397705
129	1.5347258883858925	yeast_dream5	200.0	strict	divisive	0.013441985354627605	0.016455643946772135	0.12574686859427597	0.11081575118427682	142.7830548286438
130	1.9011646819785601	yeast_dream5	200.0	minimal	divisive	0.009679561634130187	0.02902997421188611	0.09068890578862858	0.10528029467848313	142.7830548286438
131	1.8395019968970485	yeast_dream5	200.0	interconnected	divisive	0.01185198782771561	0.015560655406974034	0.09752733131391018	0.10583726191846951	142.7830548286438
132	1.5254409015284858	yeast_dream5	225.0	strict	divisive	0.012784753356333832	0.016991141732339437	0.12543271084584423	0.11124277563881346	141.52417182922363
133	1.8968840337503372	yeast_dream5	225.0	minimal	divisive	0.009413382613301368	0.02927031200748369	0.09166966728969655	0.1060174815403898	141.52417182922363
134	1.8292052176460218	yeast_dream5	225.0	interconnected	divisive	0.011422722171499498	0.0157488252098916	0.09768862120703076	0.10588205913020649	141.52417182922363
135	1.5097764143600723	yeast_dream5	250.0	strict	divisive	0.012581192897221738	0.016871896183419426	0.12433852317077419	0.11029020087671489	143.01547384262085
136	1.8109693871794956	yeast_dream5	250.0	minimal	divisive	0.008647909702011314	0.02836683469639405	0.08905836623569524	0.10310934637537222	143.01547384262085
137	1.7518684989894597	yeast_dream5	250.0	interconnected	divisive	0.010425145419361726	0.014936711723000134	0.09580651277047297	0.10332714498264495	143.01547384262085
138	1.4704589153368812	yeast_dream5	275.0	strict	divisive	0.011825198288470808	0.0166997967456723	0.12368773751319506	0.10791260390491181	142.46660208702087
139	1.781545382029415	yeast_dream5	275.0	minimal	divisive	0.008476948158342013	0.0283379555801587	0.08707464955066666	0.10203396828277131	142.46660208702087
140	1.711631144876659	yeast_dream5	275.0	interconnected	divisive	0.009985544109683853	0.014976339923767295	0.09486049141170828	0.09971753398900828	142.46660208702087
141	1.4734049460958432	yeast_dream5	300.0	strict	divisive	0.011852380940743597	0.016760258614529438	0.12424439263442218	0.10774144369150042	141.71993207931519
142	1.800115465374893	yeast_dream5	300.0	minimal	divisive	0.008581668157716459	0.029148724085074754	0.08721034474968412	0.10328178480296936	141.71993207931519
143	1.6997579008353	yeast_dream5	300.0	interconnected	divisive	0.009726770989397143	0.014859571538036506	0.09533838576076178	0.09945653071733912	141.71993207931519
