	F1norm_rprr	alpha	beta	datasetname	gamma	knownmodules	method	precision	recall	recovery	relevance	runningtime
0	0.6428486682062988	0.1	0.0	ecoli_colombos	0.5	strict	msbe	0.18048380854620438	0.0023231753868191286	0.12077801123870975	0.2680240599209299	4057.28591299057
1	0.8480694837768685	0.1	0.0	ecoli_colombos	0.5	interconnected	msbe	0.12312607606529974	0.002369999791999387	0.09400659377716938	0.2006154477843196	4057.28591299057
2	1.2680623810029505	0.1	0.0	ecoli_colombos	0.5	minimal	msbe	0.08469066109559248	0.005207557736091697	0.08917553191647787	0.17553712516606698	4057.28591299057
3	1.5419419659161298	0.1	0.0	ecoli_colombos	0.8	strict	msbe	0.03490792328880087	0.011515749327604815	0.13281455179310492	0.17737464880907777	3286.584524154663
4	1.5473745302323292	0.1	0.0	ecoli_colombos	0.8	interconnected	msbe	0.021803346407485862	0.00927711910084477	0.09630621693249522	0.15349794105752199	3286.584524154663
5	1.6077564458960372	0.1	0.0	ecoli_colombos	0.8	minimal	msbe	0.016666051358130086	0.013180116609177298	0.09691680816151887	0.1513343399160839	3286.584524154663
6	0.0	0.1	0.0	ecoli_colombos	1.1	strict	msbe	0.0	0.0	0.0	0.0	0.0
7	0.0	0.1	0.0	ecoli_colombos	1.1	interconnected	msbe	0.0	0.0	0.0	0.0	0.0
8	0.0	0.1	0.0	ecoli_colombos	1.1	minimal	msbe	0.0	0.0	0.0	0.0	0.0
9	0.0	0.1	0.0	ecoli_colombos	1.4	strict	msbe	0.0	0.0	0.0	0.0	0.0
10	0.0	0.1	0.0	ecoli_colombos	1.4	interconnected	msbe	0.0	0.0	0.0	0.0	0.0
11	0.0	0.1	0.0	ecoli_colombos	1.4	minimal	msbe	0.0	0.0	0.0	0.0	0.0
12	0.172378316494829	0.1	2.0	ecoli_colombos	0.5	strict	msbe	0.13063801851937365	0.000545217734851817	0.10415422040048408	0.1160011147490636	3504.651897907257
13	0.3729080255047017	0.1	2.0	ecoli_colombos	0.5	interconnected	msbe	0.12674209017688318	0.0008856356387947506	0.10136566311543334	0.10517992117873012	3504.651897907257
14	0.9199346973536451	0.1	2.0	ecoli_colombos	0.5	minimal	msbe	0.12753293622559206	0.0034684685147689056	0.11207986691812119	0.08199305657870952	3504.651897907257
15	0.04154408134063121	0.1	2.0	ecoli_colombos	0.8	strict	msbe	0.16339929422514718	0.00012331488324777173	0.09479728588941654	0.1473376598808054	3624.529321193695
16	0.0907730826913899	0.1	2.0	ecoli_colombos	0.8	interconnected	msbe	0.1590367967143522	0.00018977889612260528	0.09127327792000337	0.138563637247762	3624.529321193695
17	0.2486812482155763	0.1	2.0	ecoli_colombos	0.8	minimal	msbe	0.1455917728817389	0.0006672095152146615	0.09963320132916538	0.1089256939543325	3624.529321193695
18	0.048408886685109925	0.1	2.0	ecoli_colombos	1.1	strict	msbe	0.20226703299013962	0.00014384080641028596	0.09311287896591762	0.19748333968342974	3357.139625787735
19	0.09702824017987921	0.1	2.0	ecoli_colombos	1.1	interconnected	msbe	0.17309073658303087	0.00020329841929507265	0.08538063778423337	0.15651424967754446	3357.139625787735
20	0.2160489211008002	0.1	2.0	ecoli_colombos	1.1	minimal	msbe	0.15877487925889627	0.0005705198864569181	0.087477067499657	0.14382383135756066	3357.139625787735
21	0.12200397827752162	0.1	2.0	ecoli_colombos	1.4	strict	msbe	0.2284404205544343	0.0003716001933925482	0.10155909430429787	0.2260302067763764	3963.701457977295
22	0.2161155838420791	0.1	2.0	ecoli_colombos	1.4	interconnected	msbe	0.18834069684499974	0.0004721966933033372	0.08795989046854036	0.17569581911120238	3963.701457977295
23	0.3958423562800086	0.1	2.0	ecoli_colombos	1.4	minimal	msbe	0.14938861171218867	0.0011211457887836847	0.08279044361672806	0.14732936204113034	3963.701457977295
24	0.10676277425270761	0.1	0.4	ecoli_colombos	0.5	strict	msbe	0.20938187929058927	0.00032391311872063705	0.09936307309203983	0.20863422873556747	4129.381161928177
25	0.19539586184174973	0.1	0.4	ecoli_colombos	0.5	interconnected	msbe	0.18444455928512815	0.0004237897908929742	0.08682888320957248	0.17738210963965712	4129.381161928177
26	0.37288890062477875	0.1	0.4	ecoli_colombos	0.5	minimal	msbe	0.1467815111607641	0.0010510331462659317	0.08214504957334244	0.13821249017767046	4129.381161928177
27	0.6506330993826026	0.1	0.4	ecoli_colombos	0.8	strict	msbe	0.17700661011905175	0.002366722201651235	0.12006014322433838	0.2592520239958294	3490.381294965744
28	0.8528113626768012	0.1	0.4	ecoli_colombos	0.8	interconnected	msbe	0.12220702870628779	0.0023872229282387285	0.09357606105709694	0.20370544090218287	3490.381294965744
29	1.2891127332150651	0.1	0.4	ecoli_colombos	0.8	minimal	msbe	0.08743577669179732	0.005363966104481664	0.08923973354722205	0.17217296468648488	3490.381294965744
30	1.53665382606577	0.1	0.4	ecoli_colombos	1.1	strict	msbe	0.08051460785595115	0.0086881386295293	0.13363983460529097	0.23274945361199315	3455.8283140659332
31	1.3749878371861708	0.1	0.4	ecoli_colombos	1.1	interconnected	msbe	0.04100229036917844	0.00564381735963192	0.09672941934377068	0.1733841452745183	3455.8283140659332
32	1.682682762095154	0.1	0.4	ecoli_colombos	1.1	minimal	msbe	0.028429582346708483	0.010273126983809762	0.0997028218357964	0.17388802582109195	3455.8283140659332
33	0.0	0.1	0.4	ecoli_colombos	1.4	strict	msbe	0.0	0.0	0.0	0.0	0.0
34	0.0	0.1	0.4	ecoli_colombos	1.4	interconnected	msbe	0.0	0.0	0.0	0.0	0.0
35	0.0	0.1	0.4	ecoli_colombos	1.4	minimal	msbe	0.0	0.0	0.0	0.0	0.0
36	0.044124064595825754	0.1	0.6	ecoli_colombos	0.5	strict	msbe	0.20276662071336926	0.0001308978469184788	0.09206776151232042	0.19910448667136202	2747.0812339782715
37	0.08561230701615136	0.1	0.6	ecoli_colombos	0.5	interconnected	msbe	0.1723411425723361	0.00017854891638658356	0.08432508574840934	0.16397746199156676	2747.0812339782715
38	0.18950934695673144	0.1	0.6	ecoli_colombos	0.5	minimal	msbe	0.14970709236503335	0.0004971399726004645	0.085691433555588	0.13410573294285585	2747.0812339782715
39	0.3647019156424134	0.1	0.6	ecoli_colombos	0.8	strict	msbe	0.22405162278046636	0.0011979870944973654	0.11537492124022228	0.26308180206354903	3580.4702389240265
40	0.5620040384088058	0.1	0.6	ecoli_colombos	0.8	interconnected	msbe	0.16176403034664533	0.0013871446773674012	0.09392657023591072	0.20039361192639388	3580.4702389240265
41	0.9304383237616366	0.1	0.6	ecoli_colombos	0.8	minimal	msbe	0.12367303826646067	0.003248277037568311	0.0866473480414242	0.16601556951739702	3580.4702389240265
42	0.8490012044234874	0.1	0.6	ecoli_colombos	1.1	strict	msbe	0.1510628089459896	0.0033093097692070447	0.12395547375006173	0.27385517806733684	2716.355374097824
43	1.0337495623210258	0.1	0.6	ecoli_colombos	1.1	interconnected	msbe	0.09347850290580237	0.0031509346605107765	0.09470962784718359	0.20952615098530167	2716.355374097824
44	1.5037254667205606	0.1	0.6	ecoli_colombos	1.1	minimal	msbe	0.06714530921383127	0.006887179110035552	0.09280356934055888	0.19297057261296793	2716.355374097824
45	1.5585868447677922	0.1	0.6	ecoli_colombos	1.4	strict	msbe	0.0377195609126669	0.011513567771010817	0.1309536732287895	0.1818477829369544	3510.0273201465607
46	1.4450785627742952	0.1	0.6	ecoli_colombos	1.4	interconnected	msbe	0.019184635349419464	0.00839116939849835	0.09732500440758884	0.1402107631978559	3510.0273201465607
47	1.5506303209077266	0.1	0.6	ecoli_colombos	1.4	minimal	msbe	0.01504395898664527	0.012422830160730267	0.09813475298156847	0.15418313510111792	3510.0273201465607
48	0.1561802694182715	0.2	0.0	ecoli_colombos	0.5	strict	msbe	0.21933714639563015	0.000481310616255621	0.10383166855986248	0.2274801468869616	3944.7709169387817
49	0.28282948477515574	0.2	0.0	ecoli_colombos	0.5	interconnected	msbe	0.17661581573194135	0.0006332293876189126	0.08914515102744792	0.17794330781440734	3944.7709169387817
50	0.5159195705015891	0.2	0.0	ecoli_colombos	0.5	minimal	msbe	0.14215693689130304	0.0015355912798093166	0.08320768148938623	0.14398001790983594	3944.7709169387817
