	F1norm_rprr	datasetname	k	knownmodules	method	precision	qvalcutoff	recall	recovery	relevance	runningtime
18	3.7346681724181554	ecoli_colombos	50.0	strict	ica_fdr	0.08821327272978882	1e-07	0.08639203204280904	0.4998995906139357	0.15416347980808365	106.74730706214905
19	2.429817102618159	ecoli_colombos	50.0	minimal	ica_fdr	0.019448201253666496	1e-07	0.05450287195682648	0.2614078543735691	0.09744218511121362	106.74730706214905
20	3.0605861656644677	ecoli_colombos	50.0	interconnected	ica_fdr	0.03883095788942585	1e-07	0.05977815757599644	0.2964399347665477	0.1143737970982164	106.74730706214905
21	3.526263708136345	ecoli_colombos	50.0	strict	ica_fdr	0.08322023191108618	1e-08	0.07899454560807344	0.5031953473436168	0.14386634784106647	105.47962594032288
22	2.1396221339720047	ecoli_colombos	50.0	minimal	ica_fdr	0.01761186307231399	1e-08	0.04852869134419234	0.24967828270850148	0.08158625068050515	105.47962594032288
23	2.9212625116228486	ecoli_colombos	50.0	interconnected	ica_fdr	0.037076495294434894	1e-08	0.05793122816062797	0.2843348740210307	0.10863257433081246	105.47962594032288
24	3.355076559032738	ecoli_colombos	50.0	strict	ica_fdr	0.07287443341051336	1e-09	0.07393480445225155	0.5006707016913804	0.13821165693545318	106.54130601882935
25	1.9012395459714333	ecoli_colombos	50.0	minimal	ica_fdr	0.014417340199542654	1e-09	0.04122850494797824	0.2213431650185451	0.07783392643996448	106.54130601882935
26	2.7190514538184902	ecoli_colombos	50.0	interconnected	ica_fdr	0.030657638133569903	1e-09	0.05063558553666532	0.2843695190889031	0.10352168050015577	106.54130601882935
27	2.968393728149027	ecoli_colombos	50.0	strict	ica_fdr	0.06271226487786404	1e-10	0.06762262025972222	0.47687198067632847	0.11981505727480801	106.95514106750488
28	1.5203763463547408	ecoli_colombos	50.0	minimal	ica_fdr	0.013636288034973864	1e-10	0.03269531532361069	0.21241215477519707	0.052937279023505285	106.95514106750488
29	2.53095222940371	ecoli_colombos	50.0	interconnected	ica_fdr	0.02933930727224216	1e-10	0.04817729045255289	0.3266087236534775	0.08898978657714218	106.95514106750488
30	2.6715717177904286	ecoli_colombos	50.0	strict	ica_fdr	0.05855737837969593	1e-11	0.06190044664840158	0.48707729468599026	0.10348334922069193	106.18002891540527
31	1.4411870995381606	ecoli_colombos	50.0	minimal	ica_fdr	0.013383337783638826	1e-11	0.02956253056623768	0.2269130253281948	0.04844586009422939	106.18002891540527
32	2.278449960217788	ecoli_colombos	50.0	interconnected	ica_fdr	0.027386110934946434	1e-11	0.04127065960281223	0.3489627918203927	0.07671600215014279	106.18002891540527
33	2.2133339145421695	ecoli_colombos	50.0	strict	ica_fdr	0.04888820181193786	1e-12	0.05371901326096629	0.5785945842868039	0.07972814397700678	108.6789698600769
34	1.3689971875349638	ecoli_colombos	50.0	minimal	ica_fdr	0.012044691835981338	1e-12	0.026554124815981274	0.2670774537962038	0.046073605575958826	108.6789698600769
35	2.092693896045419	ecoli_colombos	50.0	interconnected	ica_fdr	0.025249415018610707	1e-12	0.03802166000895987	0.4182350058440912	0.06691652588045628	108.6789698600769
36	2.0816890082927992	ecoli_colombos	50.0	strict	ica_fdr	0.045197869026699505	1e-13	0.056253400796096725	0.575865539452496	0.0733199646532823	107.18825006484985
37	1.252680319459148	ecoli_colombos	50.0	minimal	ica_fdr	0.011195126049886026	1e-13	0.0256102908153801	0.26540689579720983	0.04073680774479051	107.18825006484985
38	1.993116610139505	ecoli_colombos	50.0	interconnected	ica_fdr	0.024608697146338267	1e-13	0.03929559816138584	0.41585918588961185	0.06206358463920971	107.18825006484985
39	0.2945029386826724	ecoli_colombos	50.0	strict	ica_fdr	0.004149268901842607	1e-14	0.00513400265516097	0.391304347826087	0.011467977608287789	107.39326095581055
40	0.24017039575378016	ecoli_colombos	50.0	minimal	ica_fdr	0.0016791784171463037	1e-14	0.003012170385395538	0.3235294117647059	0.009295479493744796	107.39326095581055
41	0.2981312811259238	ecoli_colombos	50.0	interconnected	ica_fdr	0.0020415664139064827	1e-14	0.0033866995073891623	0.3103448275862069	0.011667858166802571	107.39326095581055
42	3.0935204093778834	ecoli_colombos	100.0	strict	ica_fdr	0.1798369091983981	0.1	0.03406597033060648	0.18774877663265727	0.24847565593897752	116.43094611167908
43	3.21735038414666	ecoli_colombos	100.0	minimal	ica_fdr	0.08865841671637657	0.1	0.04007405238386678	0.14082630963619275	0.1694759827702145	116.43094611167908
44	3.435116600209672	ecoli_colombos	100.0	interconnected	ica_fdr	0.13191371597659088	0.1	0.03121881967768678	0.16126677831484923	0.22633989112529343	116.43094611167908
45	4.927142206759589	ecoli_colombos	100.0	strict	ica_fdr	0.20780283203710406	0.01	0.09368409502796056	0.27099787159313554	0.3363475842086369	117.92327904701233
46	4.681591979479144	ecoli_colombos	100.0	minimal	ica_fdr	0.08525039905670606	0.01	0.0889901341234822	0.19473558145908051	0.24517001743737876	117.92327904701233
47	5.2474014806943465	ecoli_colombos	100.0	interconnected	ica_fdr	0.14670959055037014	0.01	0.08583452926521704	0.21836387550598016	0.31942895108631353	117.92327904701233
48	6.1519002593179115	ecoli_colombos	100.0	strict	ica_fdr	0.23166818718597262	0.001	0.13659476637434598	0.3485838111504274	0.3902830516858108	122.23658394813538
49	5.098512520809491	ecoli_colombos	100.0	minimal	ica_fdr	0.07627480229933394	0.001	0.11048553233695453	0.2235730399873884	0.2608240735700485	122.23658394813538
50	5.512561239899746	ecoli_colombos	100.0	interconnected	ica_fdr	0.12846102446382002	0.001	0.10386410413176789	0.23869391814384305	0.3158078181095537	122.23658394813538
51	6.236122682989272	ecoli_colombos	100.0	strict	ica_fdr	0.20450399585693912	0.0001	0.15111898582929964	0.3758137880819343	0.371258511487184	119.45889687538147
52	5.284349182087289	ecoli_colombos	100.0	minimal	ica_fdr	0.06954012762461174	0.0001	0.12234326126171102	0.24090045515977257	0.27059443106927344	119.45889687538147
53	6.015138140607842	ecoli_colombos	100.0	interconnected	ica_fdr	0.12517800769473797	0.0001	0.12654335904477104	0.2689036199911795	0.33011958598318886	119.45889687538147
54	6.604417396156313	ecoli_colombos	100.0	strict	ica_fdr	0.19706169730269307	1e-05	0.15872504185840014	0.4419180545688597	0.3662444290137584	116.92166996002197
55	5.753478777886662	ecoli_colombos	100.0	minimal	ica_fdr	0.0688663370761902	1e-05	0.13097275510324635	0.28829648194219926	0.28319651938818785	116.92166996002197
56	6.270334974012427	ecoli_colombos	100.0	interconnected	ica_fdr	0.11576037609488062	1e-05	0.129994175123663	0.3061655873620371	0.3229397896133734	116.92166996002197
57	6.047978339883549	ecoli_colombos	100.0	strict	ica_fdr	0.17738946448434634	1e-06	0.15500170067855568	0.40427577595252717	0.3311195517019302	119.74694895744324
58	5.387369098577376	ecoli_colombos	100.0	minimal	ica_fdr	0.05982478631994603	1e-06	0.12560102613676327	0.2788026893184479	0.2671620573758336	119.74694895744324
59	5.977965810822511	ecoli_colombos	100.0	interconnected	ica_fdr	0.10243144936707248	1e-06	0.12644131570439734	0.2959332397413722	0.30866185293786835	119.74694895744324
60	7.115556639707604	ecoli_colombos	100.0	strict	ica_fdr	0.20360801273791052	1e-07	0.1824940952777699	0.5052026082756906	0.373722909852049	117.121248960495
61	6.0741702112806895	ecoli_colombos	100.0	minimal	ica_fdr	0.06475703046773207	1e-07	0.1391795854924545	0.3364632362966085	0.29218464229484387	117.121248960495
62	6.230818445724229	ecoli_colombos	100.0	interconnected	ica_fdr	0.10260956199516531	1e-07	0.1343991050484337	0.3159663251659168	0.31627286814255423	117.121248960495
63	6.679460580394028	ecoli_colombos	100.0	strict	ica_fdr	0.18026444442533537	1e-08	0.18020588440396526	0.4908958298715945	0.3426156960899097	123.49922895431519
64	5.658425193256736	ecoli_colombos	100.0	minimal	ica_fdr	0.06317621619391464	1e-08	0.13192969868557533	0.33196061528431225	0.25138174384502515	123.49922895431519
65	6.038033919955726	ecoli_colombos	100.0	interconnected	ica_fdr	0.09331069423579538	1e-08	0.13053355106598075	0.3355137353343607	0.287133113866907	123.49922895431519
66	6.406659984091921	ecoli_colombos	100.0	strict	ica_fdr	0.16485636938138157	1e-09	0.16631974456386786	0.4878778561521973	0.3273885375320772	119.25862908363342
67	5.1195560610427515	ecoli_colombos	100.0	minimal	ica_fdr	0.04792164367037588	1e-09	0.12170545946336978	0.3194828684316157	0.2417950177989876	119.25862908363342
68	5.6768681046681	ecoli_colombos	100.0	interconnected	ica_fdr	0.08194683681833577	1e-09	0.12090409616311161	0.3227461755522861	0.27160593428516244	119.25862908363342
69	6.827376468371993	ecoli_colombos	100.0	strict	ica_fdr	0.17062763242644655	1e-10	0.18475034131478196	0.5326489111022347	0.34249744546344024	120.72080492973328
70	4.889262246402038	ecoli_colombos	100.0	minimal	ica_fdr	0.04704754019846379	1e-10	0.11487856983315523	0.3320853439920637	0.21426820635601093	120.72080492973328
71	5.968066033876486	ecoli_colombos	100.0	interconnected	ica_fdr	0.08355716956351392	1e-10	0.12826187103636233	0.34536225322430036	0.2837313393840989	120.72080492973328
72	6.497890559198321	ecoli_colombos	100.0	strict	ica_fdr	0.1639663763892098	1e-11	0.176485468586946	0.5393570390793919	0.3128662915277452	124.49152898788452
73	4.804764347338227	ecoli_colombos	100.0	minimal	ica_fdr	0.04612168349671956	1e-11	0.11370573806136587	0.36490281965399957	0.19708833881491009	124.49152898788452
74	5.730262813501159	ecoli_colombos	100.0	interconnected	ica_fdr	0.0796656082182202	1e-11	0.12334945507131037	0.36160579759210115	0.25554997724708356	124.49152898788452
75	5.676134187588861	ecoli_colombos	100.0	strict	ica_fdr	0.13301897960644216	1e-12	0.14665008155430787	0.5236315667602303	0.2656100540066508	125.64437198638916
76	4.375780484066962	ecoli_colombos	100.0	minimal	ica_fdr	0.03886107789529695	1e-12	0.10506748252208184	0.3618352273668247	0.1798422263590998	125.64437198638916
77	5.120826546520273	ecoli_colombos	100.0	interconnected	ica_fdr	0.06437443392644088	1e-12	0.10895032813924632	0.35028089347061925	0.22439313992962406	125.64437198638916
78	5.850319713453571	ecoli_colombos	100.0	strict	ica_fdr	0.13737488660574132	1e-13	0.15330874099862465	0.5219087822767238	0.2775555800394854	128.0782208442688
79	4.417125230879689	ecoli_colombos	100.0	minimal	ica_fdr	0.034707840837516275	1e-13	0.1033105206274853	0.36501921397906884	0.20020328016994138	128.0782208442688
80	4.252615122799305	ecoli_colombos	100.0	interconnected	ica_fdr	0.05346732825118558	1e-13	0.0955619946403874	0.3108713298518104	0.17708548680039699	128.0782208442688
81	1.0138060929183026	ecoli_colombos	100.0	strict	ica_fdr	0.02625572771574931	1e-14	0.02531547512670977	0.35479375696767	0.03414422202438177	121.72836709022522
82	0.7677766472464532	ecoli_colombos	100.0	minimal	ica_fdr	0.00699363188577089	1e-14	0.017471427019399837	0.24785954785954786	0.02299702319580638	121.72836709022522
83	1.1494620955550015	ecoli_colombos	100.0	interconnected	ica_fdr	0.013693505179601015	1e-14	0.021225238985095617	0.30019299696719054	0.035445779791678574	121.72836709022522
84	3.338926438493089	ecoli_colombos	150.0	strict	ica_fdr	0.23165981015644188	0.1	0.03657890802910146	0.181063174455871	0.31000489360724426	154.70325899124146
85	3.37470740083328	ecoli_colombos	150.0	minimal	ica_fdr	0.11247744529485343	0.1	0.03713770958890419	0.13519008405184108	0.20764149570873353	154.70325899124146
86	3.527683538277539	ecoli_colombos	150.0	interconnected	ica_fdr	0.16912976680529945	0.1	0.03041524134792056	0.15033200427537802	0.27271243891290264	154.70325899124146
87	5.440644397576689	ecoli_colombos	150.0	strict	ica_fdr	0.27069154918394733	0.01	0.12303458533869258	0.25253576977311576	0.4263775380345808	188.9380488395691
88	4.861630491932045	ecoli_colombos	150.0	minimal	ica_fdr	0.10550345602927216	0.01	0.09145544601061566	0.1755427797292469	0.29226725972926854	188.9380488395691
89	5.335140276832742	ecoli_colombos	150.0	interconnected	ica_fdr	0.17421228293895266	0.01	0.09302070220318295	0.19417616619074293	0.38406674997825685	188.9380488395691
90	6.768066560305812	ecoli_colombos	150.0	strict	ica_fdr	0.2805957819596246	0.001	0.19529870544090971	0.33363937869470817	0.4603467524632716	174.49449110031128
91	5.78935248263885	ecoli_colombos	150.0	minimal	ica_fdr	0.0984239179524431	0.001	0.13470380387239783	0.2126813463803094	0.3457727469204816	174.49449110031128
92	6.131577680804301	ecoli_colombos	150.0	interconnected	ica_fdr	0.16089467457106596	0.001	0.13599704381469113	0.2331751178128695	0.39416803467567363	174.49449110031128
93	7.1724995628434876	ecoli_colombos	150.0	strict	ica_fdr	0.2694403232871557	0.0001	0.21162026072970266	0.37333777431038817	0.4608840029723096	186.1682140827179
94	6.13241808240914	ecoli_colombos	150.0	minimal	ica_fdr	0.09376559050709402	0.0001	0.15404427221292874	0.23777789261038895	0.34679673754178864	186.1682140827179
95	6.531271709542371	ecoli_colombos	150.0	interconnected	ica_fdr	0.1492025255550935	0.0001	0.15251834619249538	0.2646052415118933	0.38825961281418225	186.1682140827179
96	7.998645247342165	ecoli_colombos	150.0	strict	ica_fdr	0.28301190543083315	1e-05	0.2496792939407228	0.4329179735315238	0.4899600454679656	164.70576095581055
97	6.6320768033916915	ecoli_colombos	150.0	minimal	ica_fdr	0.09264313591499591	1e-05	0.1715541907225033	0.27460242572013976	0.3565985730110141	164.70576095581055
98	7.105124509952085	ecoli_colombos	150.0	interconnected	ica_fdr	0.15118609670029556	1e-05	0.17501246915897636	0.29477048327248373	0.4107137173036075	164.70576095581055
99	8.198487389905074	ecoli_colombos	150.0	strict	ica_fdr	0.27226386255092805	1e-06	0.2599041523846892	0.4683777611016136	0.47858934800502817	168.11262798309326
100	6.436023969453342	ecoli_colombos	150.0	minimal	ica_fdr	0.08498661494519041	1e-06	0.16916589393184198	0.2757546187292093	0.3404731674761425	168.11262798309326
101	7.2040360271863335	ecoli_colombos	150.0	interconnected	ica_fdr	0.14442472403643836	1e-06	0.18053414294856548	0.3059210553993582	0.40858280428517496	168.11262798309326
102	8.587998882448478	ecoli_colombos	150.0	strict	ica_fdr	0.27949920947934753	1e-07	0.2766173308321296	0.49984829876575054	0.4924539987980878	180.4640510082245
103	6.8163319760822665	ecoli_colombos	150.0	minimal	ica_fdr	0.08639048649388954	1e-07	0.17987131437292156	0.30511459173691785	0.3501286388250585	180.4640510082245
104	7.380520646339299	ecoli_colombos	150.0	interconnected	ica_fdr	0.1447563293731854	1e-07	0.18877963138538442	0.31755061496809184	0.4121349866441199	180.4640510082245
105	8.525185776889957	ecoli_colombos	150.0	strict	ica_fdr	0.2550289873121662	1e-08	0.26554539705743035	0.5202750610241653	0.4796984362443229	167.72968578338623
106	6.817311546623426	ecoli_colombos	150.0	minimal	ica_fdr	0.08068950072723845	1e-08	0.1830436654034133	0.3168053892592868	0.34815821902884897	167.72968578338623
107	7.405851699768908	ecoli_colombos	150.0	interconnected	ica_fdr	0.13427850986815235	1e-08	0.18651789210596176	0.32697336154511225	0.41109760426401093	167.72968578338623
108	8.619332001889038	ecoli_colombos	150.0	strict	ica_fdr	0.2570834815525587	1e-09	0.27589906939114794	0.5433584482654668	0.4687154315892779	194.933012008667
109	7.010187204875302	ecoli_colombos	150.0	minimal	ica_fdr	0.07874932951579815	1e-09	0.18104321636550713	0.34426147169482224	0.3527319799635887	194.933012008667
110	7.457219795925211	ecoli_colombos	150.0	interconnected	ica_fdr	0.13042846913861153	1e-09	0.1852263689647239	0.3443591849554903	0.39778710970476183	194.933012008667
111	8.495893314999215	ecoli_colombos	150.0	strict	ica_fdr	0.24766557366557	1e-10	0.26876203173110363	0.5288805096357535	0.4707627894330175	194.653737783432
112	6.738087372558054	ecoli_colombos	150.0	minimal	ica_fdr	0.07403432239853848	1e-10	0.17456943261265942	0.33504710596174836	0.33932047969991813	194.653737783432
113	7.3147132339602665	ecoli_colombos	150.0	interconnected	ica_fdr	0.12533039409410945	1e-10	0.18335071323645308	0.3343738398008421	0.39661444380385497	194.653737783432
114	8.738400996854846	ecoli_colombos	150.0	strict	ica_fdr	0.2421997789739781	1e-11	0.2658047590304778	0.5664659941742514	0.477223267124007	166.94472217559814
115	6.758860097219673	ecoli_colombos	150.0	minimal	ica_fdr	0.07077941654079924	1e-11	0.1748682419113659	0.34741726437463843	0.34026558160347203	166.94472217559814
116	7.451138817231871	ecoli_colombos	150.0	interconnected	ica_fdr	0.12176983139255006	1e-11	0.17969062504650654	0.3525221560408922	0.3977160340432714	166.94472217559814
117	8.653733156357294	ecoli_colombos	150.0	strict	ica_fdr	0.23943008685792683	1e-12	0.2641253526072193	0.5607646552796353	0.4725986230085614	175.75912308692932
118	6.836530820191653	ecoli_colombos	150.0	minimal	ica_fdr	0.07302063103469215	1e-12	0.17203933792654627	0.360849071366641	0.3337652253570328	175.75912308692932
119	6.987693501008317	ecoli_colombos	150.0	interconnected	ica_fdr	0.11072651275794276	1e-12	0.1693533208502328	0.33655354102920143	0.36903874785050533	175.75912308692932
120	8.50929503437846	ecoli_colombos	150.0	strict	ica_fdr	0.22960433771152788	1e-13	0.25784843593881285	0.5786345920715387	0.45033790409253405	194.21855092048645
121	6.414374591598421	ecoli_colombos	150.0	minimal	ica_fdr	0.06220133550636482	1e-13	0.16158523831456773	0.350759567696678	0.32419279372661736	194.21855092048645
122	6.638478930293059	ecoli_colombos	150.0	interconnected	ica_fdr	0.10066067271883475	1e-13	0.1589579629941298	0.3387607549161811	0.3359457445264096	194.21855092048645
123	0.7553362219069952	ecoli_colombos	150.0	strict	ica_fdr	0.02330670108563065	1e-14	0.02258601294860836	0.3524774774774775	0.023616061223541582	172.97027802467346
124	0.5199631323102143	ecoli_colombos	150.0	minimal	ica_fdr	0.0050277623183472	1e-14	0.014429777215926158	0.21308523409363747	0.014407625385127755	172.97027802467346
125	0.7959706480798578	ecoli_colombos	150.0	interconnected	ica_fdr	0.011927953284395854	1e-14	0.01940440511869082	0.31118881118881114	0.0216414437508533	172.97027802467346
126	3.1832672108908406	ecoli_colombos	200.0	strict	ica_fdr	0.26087227924033174	0.1	0.03293969670288258	0.16449435216789693	0.33610133423133876	288.14551401138306
127	3.1535102224950915	ecoli_colombos	200.0	minimal	ica_fdr	0.12857108364879102	0.1	0.02989130736794822	0.12323033463415682	0.22035826305445647	288.14551401138306
128	3.326061352429131	ecoli_colombos	200.0	interconnected	ica_fdr	0.19641126429090258	0.1	0.025545679646121845	0.13717494695941715	0.29937290899197505	288.14551401138306
129	5.271030473479074	ecoli_colombos	200.0	strict	ica_fdr	0.3083981379728881	0.01	0.120989260818475	0.22594635496439214	0.4613438068234916	266.5085520744324
130	4.666364939882923	ecoli_colombos	200.0	minimal	ica_fdr	0.11614651380257271	0.01	0.08056319940287447	0.1588047270396656	0.30883120041997214	266.5085520744324
131	5.101525054715177	ecoli_colombos	200.0	interconnected	ica_fdr	0.20073677449058133	0.01	0.08660816588961402	0.17584960077374143	0.4007718715344885	266.5085520744324
132	6.477604977205078	ecoli_colombos	200.0	strict	ica_fdr	0.30501054599012056	0.001	0.17429949190693972	0.29429092934153217	0.4974405775575115	247.659197807312
133	5.477460004525486	ecoli_colombos	200.0	minimal	ica_fdr	0.11017439261637109	0.001	0.12066792781451531	0.18830526507457604	0.3458689190056118	247.659197807312
134	5.864665761067025	ecoli_colombos	200.0	interconnected	ica_fdr	0.1877096526635747	0.001	0.13084630614778303	0.2040494680140642	0.4238542360562822	247.659197807312
135	7.493999901239031	ecoli_colombos	200.0	strict	ica_fdr	0.31538473375826154	0.0001	0.22130732111989945	0.3525809405293359	0.5401389336781227	201.53228116035461
136	6.1353101538261665	ecoli_colombos	200.0	minimal	ica_fdr	0.10830848036774157	0.0001	0.155740766716908	0.21402882346059984	0.3804493117014907	201.53228116035461
137	6.5242932250505765	ecoli_colombos	200.0	interconnected	ica_fdr	0.17927529780849724	0.0001	0.15388931483297402	0.23723680898832225	0.4408576599141563	201.53228116035461
138	8.380865815876337	ecoli_colombos	200.0	strict	ica_fdr	0.31381810526125775	1e-05	0.26848427117029644	0.43338957071786666	0.531935448700601	235.85365915298462
139	6.484983452754541	ecoli_colombos	200.0	minimal	ica_fdr	0.09796769468384385	1e-05	0.17203119942926381	0.24082033004105313	0.3874799182531084	235.85365915298462
140	7.186825435122312	ecoli_colombos	200.0	interconnected	ica_fdr	0.16503270104713952	1e-05	0.17674600688759762	0.2826711785929449	0.44027715387248323	235.85365915298462
141	8.453215014400845	ecoli_colombos	200.0	strict	ica_fdr	0.29433934808144585	1e-06	0.2776928980699147	0.45002136312658486	0.5231870314687652	217.89787483215332
142	6.8430267386887245	ecoli_colombos	200.0	minimal	ica_fdr	0.09153025017925284	1e-06	0.1763334655157606	0.2814222840747521	0.38105940651032244	217.89787483215332
143	7.302583076516548	ecoli_colombos	200.0	interconnected	ica_fdr	0.1537211861498703	1e-06	0.18125294096716488	0.2992073462588555	0.4301506422812296	217.89787483215332
144	9.337388803975944	ecoli_colombos	200.0	strict	ica_fdr	0.31587761023782207	1e-07	0.31228292439495436	0.5187968723245502	0.5522958592528728	241.25541019439697
145	7.028607630497434	ecoli_colombos	200.0	minimal	ica_fdr	0.09103202670001603	1e-07	0.1858849722720865	0.29933403315140306	0.3782123975129758	241.25541019439697
146	7.645371869098297	ecoli_colombos	200.0	interconnected	ica_fdr	0.1515072416782419	1e-07	0.1966609196241338	0.3243082422491443	0.4331297546395791	241.25541019439697
147	9.26838175791485	ecoli_colombos	200.0	strict	ica_fdr	0.30181745163063434	1e-08	0.3095053728269555	0.5175425248809145	0.5500762256047029	242.71907591819763
148	7.335628330664808	ecoli_colombos	200.0	minimal	ica_fdr	0.09137384250212456	1e-08	0.20053679739571456	0.31243070470563117	0.4003704403447439	242.71907591819763
149	7.404646289322369	ecoli_colombos	200.0	interconnected	ica_fdr	0.1458343222654615	1e-08	0.190254959566499	0.3124684191420827	0.4233025331510876	242.71907591819763
150	9.565375259672328	ecoli_colombos	200.0	strict	ica_fdr	0.2994919958043653	1e-09	0.3251790897452072	0.5510718403694129	0.5524624165644835	238.5319540500641
151	7.524372147685275	ecoli_colombos	200.0	minimal	ica_fdr	0.0897206574944935	1e-09	0.20596911073845464	0.3318418001335655	0.40412321064521106	238.5319540500641
152	7.674998039101153	ecoli_colombos	200.0	interconnected	ica_fdr	0.1423172529731202	1e-09	0.19824092011613856	0.3397809358815261	0.4193703350112466	238.5319540500641
153	9.290134525388229	ecoli_colombos	200.0	strict	ica_fdr	0.2894075470771346	1e-10	0.30885440384282786	0.5369558723887106	0.5379741693316922	241.57580399513245
154	7.320582440110609	ecoli_colombos	200.0	minimal	ica_fdr	0.08519746012394606	1e-10	0.20070021152320466	0.3300354103385916	0.3888873010683297	241.57580399513245
155	7.474730637422025	ecoli_colombos	200.0	interconnected	ica_fdr	0.13382860220465795	1e-10	0.19020223493738428	0.3350682719436237	0.40786679688964833	241.57580399513245
156	9.713807586063005	ecoli_colombos	200.0	strict	ica_fdr	0.29091265306549396	1e-11	0.32173873834730443	0.5960441237458705	0.5366455017704637	252.7604329586029
157	7.395049410088963	ecoli_colombos	200.0	minimal	ica_fdr	0.08192764830874702	1e-11	0.201122042060165	0.345655150081051	0.390316318494297	252.7604329586029
158	7.706606713180502	ecoli_colombos	200.0	interconnected	ica_fdr	0.13315605545057976	1e-11	0.19596729969679458	0.35390211874359845	0.4132288544370023	252.7604329586029
159	9.617394376447837	ecoli_colombos	200.0	strict	ica_fdr	0.28538244266994595	1e-12	0.3231222313250073	0.5749091687398442	0.5438504839172184	234.65302085876465
160	7.029623998759272	ecoli_colombos	200.0	minimal	ica_fdr	0.08120397216243004	1e-12	0.1805363049332748	0.334496445087653	0.35970623376968985	234.65302085876465
161	7.736416310487135	ecoli_colombos	200.0	interconnected	ica_fdr	0.1337796216907142	1e-12	0.19850097606260791	0.3551422253420097	0.41410347279065396	234.65302085876465
162	9.6069179029059	ecoli_colombos	200.0	strict	ica_fdr	0.2786181191758068	1e-13	0.3087785147114861	0.5839639405079929	0.5427885664950464	277.41751289367676
163	7.023422526995474	ecoli_colombos	200.0	minimal	ica_fdr	0.08053097660665381	1e-13	0.18524077007163456	0.3338453721920407	0.3588060469803363	277.41751289367676
164	7.697366684809118	ecoli_colombos	200.0	interconnected	ica_fdr	0.12964779533932572	1e-13	0.19650247916816027	0.3605329255250858	0.4064215236897354	277.41751289367676
165	0.019202230074877997	ecoli_colombos	200.0	strict	ica_fdr	8.802245284421841e-05	1e-14	0.00019083969465648855	0.1	0.006876048215459155	247.7533631324768
166	0.00543061878562174	ecoli_colombos	200.0	minimal	ica_fdr	1.6756832133770744e-05	1e-14	7.662835249042145e-05	0.06666666666666667	0.0029694333264544	247.7533631324768
